,model 1,model 2,model 3,model 4,model 5,acc,mcc,tp,tn,fp,fn,auroc,auprc
7492,17,5,62,31,1,0.9085478887744594,0.8170917443417448,4484,4338,466,422,0.9702582998337097,0.9698906032575533
5224,47,35,43,57,14,0.9085478887744594,0.8170838127810003,4480,4342,462,426,0.9699058367245939,0.9693283296271076
5228,47,35,2,1,57,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.9699091886670063,0.9693634838444266
6042,6,17,31,2,1,0.9085478887744594,0.8170875009857144,4482,4340,464,424,0.9701781714381921,0.9696597561468862
4194,37,43,1,57,14,0.9085478887744594,0.8170740843864035,4471,4351,453,435,0.9699559037125266,0.9694681741554418
7287,17,35,5,3,1,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9699660868287162,0.9694844435438666
5300,47,5,27,31,2,0.9085478887744594,0.8171109688191945,4491,4331,473,415,0.9699001723662135,0.9692838210077468
7457,17,5,3,27,baseline,0.9085478887744594,0.8170770206850597,4475,4347,457,431,0.9696603175502954,0.9690751282315175
4134,37,27,31,43,14,0.9085478887744594,0.8170875009857144,4482,4340,464,424,0.969883136861421,0.9691935946062998
4137,37,27,31,2,57,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.9696300864241071,0.9688297931755753
4139,37,27,31,baseline,1,0.9085478887744594,0.8170917443417448,4484,4338,466,422,0.9698787666073897,0.9693083080261249
6016,6,17,27,31,2,0.9085478887744594,0.8170895532660677,4483,4339,465,423,0.9698737174789456,0.9692058157140281
7466,17,5,3,31,14,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.9700173418468709,0.9694794211468177
4161,37,27,baseline,1,57,0.9085478887744594,0.8170760785134197,4474,4348,456,432,0.9696324624845514,0.9690884582648847
4163,37,27,baseline,57,14,0.9085478887744594,0.8170781015975885,4476,4346,458,430,0.969510371164402,0.9688787670127907
4168,37,31,43,2,14,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.9700197603369661,0.9693285762027176
6807,28,35,5,27,1,0.9085478887744594,0.8171109688191945,4491,4331,473,415,0.9698105821585695,0.9693208736932363
5278,47,5,62,31,43,0.9085478887744594,0.8171047819290347,4489,4333,471,417,0.9701727616577163,0.9696742193886911
7469,17,5,3,43,1,0.9085478887744594,0.817073697121951,4470,4352,452,436,0.97009700351623,0.9696241825001335
5274,47,5,62,27,baseline,0.9085478887744594,0.8170895532660677,4483,4339,465,423,0.9697756625559689,0.9692964911429829
5259,47,5,3,43,57,0.9085478887744594,0.8170838127810003,4480,4342,462,426,0.9698421073891067,0.9692800725005379
5239,47,5,3,62,baseline,0.9085478887744594,0.8170875009857144,4482,4340,464,424,0.969868753209803,0.9693644497570724
6098,6,35,5,31,1,0.9085478887744594,0.8171018967560837,4488,4334,470,418,0.9700432027190277,0.9695576277877336
7494,17,5,62,31,14,0.9085478887744594,0.8170917443417448,4484,4338,466,422,0.9701452248143533,0.9697126657582757
4962,47,17,3,27,1,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9700250428284896,0.969558273823824
8285,5,31,43,baseline,1,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.9700973217386109,0.9696341824368064
8316,3,62,27,31,43,0.9085478887744594,0.8170793212570674,4477,4345,459,429,0.9697514352253677,0.9689092577819576
6183,6,35,27,31,1,0.9085478887744594,0.8171078059470596,4490,4332,472,416,0.9698612007319625,0.9692743288796246
6195,6,35,27,baseline,1,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.9697113179905454,0.9691668104505439
7565,17,5,1,57,14,0.9085478887744594,0.8170734485712642,4469,4353,451,437,0.9700026399728722,0.9696254962997759
5003,47,17,62,43,14,0.9085478887744594,0.8170793212570674,4477,4345,459,429,0.9702291294487912,0.969765604814737
6714,28,17,62,31,14,0.9085478887744594,0.8170895532660677,4483,4339,465,423,0.9701271922127674,0.9696094778430914
7574,17,3,62,31,2,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9699844164378577,0.9692905296195609
6712,28,17,62,31,1,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.970259381789805,0.96982987348218
6711,28,17,62,31,baseline,0.9085478887744594,0.8170806796697697,4478,4344,460,428,0.9700482094178211,0.9695147044997547
6101,6,35,5,43,2,0.9085478887744594,0.8170875009857144,4482,4340,464,424,0.9698424043966622,0.9692013080766082
7240,28,27,2,1,14,0.9085478887744594,0.8170806796697697,4478,4344,460,428,0.9698476444585348,0.9692948356245633
4987,47,17,62,27,43,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9700423116963611,0.9695234490494129
6220,6,35,43,baseline,1,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9699301913441477,0.9694308206329086
7603,17,3,27,43,57,0.9085478887744594,0.8170738414135924,4465,4357,447,441,0.9696407574812809,0.9689601445439565
7621,17,3,31,2,1,0.9085478887744594,0.8170793212570674,4477,4345,459,429,0.9701029436673408,0.969502150390255
4327,47,6,17,31,57,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.9700366685528061,0.9695000387838705
6232,6,35,baseline,1,57,0.9085478887744594,0.8170760785134197,4474,4348,456,432,0.969708560063244,0.9692136076120704
8251,5,27,31,2,baseline,0.9085478887744594,0.8170965429103236,4486,4336,468,420,0.9697072871737202,0.9690255747674675
