,model 1,model 2,model 3,model 4,model 5,acc,mcc,tp,tn,fp,fn,auroc,auprc
1688,34,17,35,62,baseline,0.9089598352214212,0.817897346462506,4470,4356,448,436,0.9700401053545201,0.969611353368117
6652,28,17,5,43,baseline,0.9089598352214212,0.8179078834570642,4482,4344,460,424,0.9701161605035618,0.9696416981075124
1697,34,17,35,27,57,0.9089598352214212,0.8178977139457938,4472,4354,450,434,0.9698116853294901,0.9692934370356672
1370,34,6,2,baseline,57,0.9089598352214212,0.8178973709896482,4469,4357,447,437,0.9698591216790737,0.9692491808212019
1703,34,17,35,31,57,0.9089598352214212,0.8179010626852502,4477,4349,455,429,0.9700715245109305,0.9695019309766347
6664,28,17,5,1,14,0.9089598352214212,0.8179206526183621,4488,4338,466,418,0.9702818058602476,0.9699203193543877
6674,28,17,3,27,31,0.9089598352214212,0.8179078834570642,4482,4344,460,424,0.9699682719557319,0.9693199510934376
6681,28,17,3,31,43,0.9089598352214212,0.8179062415030578,4481,4345,459,425,0.9701452672440042,0.9694539013538225
297,34,37,17,3,31,0.9089598352214212,0.8179078834570642,4482,4344,460,424,0.970222574067744,0.9696301493971877
326,34,37,17,43,baseline,0.9089598352214212,0.8178981059656019,4473,4353,451,433,0.9701900305255878,0.9697227264591882
7947,35,3,31,43,1,0.9089598352214212,0.8179115841122359,4484,4342,462,422,0.9700618081208994,0.9693916875875088
1680,34,17,35,3,baseline,0.9089598352214212,0.8178993065865846,4475,4351,453,431,0.96995823734332,0.9694250029353607
7949,35,3,31,43,14,0.9089598352214212,0.8179115841122359,4484,4342,462,422,0.9699545671785267,0.9691624336348614
335,34,37,17,baseline,57,0.9089598352214212,0.8178977139457938,4472,4354,450,434,0.9699757183594456,0.9694853702972996
292,34,37,17,5,1,0.9089598352214212,0.8179078834570642,4482,4344,460,424,0.9703521966509089,0.9700125709912473
1222,34,6,5,3,14,0.9089598352214212,0.8179033743076057,4479,4347,457,427,0.9700401477841709,0.969526416133789
1378,34,6,1,57,14,0.9089598352214212,0.8178977139457938,4472,4354,450,434,0.9700890903863576,0.9697134192330348
6590,28,17,35,62,1,0.9089598352214212,0.8179096643244127,4483,4343,461,423,0.9701469220003851,0.9697498522866803
400,34,37,5,3,baseline,0.9089598352214212,0.8179047384554741,4480,4346,458,426,0.9699366406510677,0.9694066760300268
1194,34,6,35,31,2,0.9089598352214212,0.8179033743076057,4479,4347,457,427,0.9700579894523281,0.9693968225464284
1198,34,6,35,31,14,0.9089598352214212,0.8179033743076057,4479,4347,457,427,0.9701286772505451,0.9695464067762338
6760,28,17,31,baseline,1,0.9089598352214212,0.8179021490529585,4478,4348,456,428,0.9703057786129441,0.9698590684602832
1741,34,17,5,27,1,0.9089598352214212,0.8178986368441256,4474,4352,452,432,0.9702223194898394,0.9698774240683917
445,34,37,3,62,1,0.9089598352214212,0.8179010626852502,4477,4349,455,429,0.9700856960142944,0.9696293260746084
7611,17,3,27,baseline,14,0.9089598352214212,0.8178981059656019,4473,4353,451,433,0.9697826634483493,0.9692190677185661
7623,17,3,31,2,14,0.9089598352214212,0.8179062415030578,4481,4345,459,425,0.9700761493428665,0.9693912022244044
1209,34,6,35,baseline,57,0.9089598352214212,0.8178986368441256,4474,4352,452,432,0.9697793539355877,0.9692773682315812
1638,34,28,31,2,14,0.9089598352214212,0.8179062415030578,4481,4345,459,425,0.970171722131272,0.9695349047811264
1210,34,6,35,baseline,14,0.9089598352214212,0.8179010626852502,4477,4349,455,429,0.9699525093404634,0.9694624486226341
428,34,37,5,43,57,0.9089598352214212,0.8178981059656019,4473,4353,451,433,0.9699943874057935,0.9695413453183138
418,34,37,5,27,14,0.9089598352214212,0.8179033743076057,4479,4347,457,427,0.9699875562320163,0.9694808691342105
6589,28,17,35,62,baseline,0.9089598352214212,0.8179115841122359,4484,4342,462,422,0.9699432172469403,0.9694658089105403
6474,6,62,31,1,14,0.9089598352214212,0.8179115841122359,4484,4342,462,422,0.9702830787497714,0.969849800112923
1216,34,6,5,3,31,0.9089598352214212,0.8179047384554741,4480,4346,458,426,0.9701395392411474,0.9695735588904499
5858,6,17,35,5,1,0.9089598352214212,0.8179136428278785,4485,4341,463,421,0.9701274680054974,0.9697597205603907
1653,34,28,43,1,14,0.9089598352214212,0.8178993065865846,4475,4351,453,431,0.9702715803144071,0.9698563613896556
1394,34,28,17,5,43,0.9089598352214212,0.8179033743076057,4479,4347,457,427,0.9702929648584054,0.9698531322852435
5095,47,35,5,31,2,0.9088568486096807,0.8177572727220155,4500,4325,479,406,0.9700823228570565,0.9695032483013313
4804,47,28,27,43,14,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9700628264325183,0.969490330175234
5066,47,17,baseline,1,57,0.9088568486096807,0.8176923480448638,4473,4352,452,433,0.9701832629962869,0.9697891914729243
1327,34,6,27,31,57,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.9699035030938005,0.9693281116394765
1033,34,6,28,35,2,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9699725573504618,0.9693809485443154
2208,34,3,27,43,14,0.9088568486096807,0.8176932030434435,4464,4361,443,442,0.9698905196206586,0.9692353621979297
2585,37,47,17,62,57,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9700614262540423,0.9695751282968716
1285,34,6,3,2,baseline,0.9088568486096807,0.8176923480448638,4473,4352,452,433,0.969904606264721,0.9692082377832992
961,34,47,27,31,baseline,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9700671966865497,0.9694919006046694
957,34,47,62,1,14,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9703594309063687,0.9699910335668205
1284,34,6,3,43,14,0.9088568486096807,0.8176916688148703,4467,4358,446,439,0.9700307284016955,0.9694362987087278
6650,28,17,5,31,14,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.97025240211225,0.9697754750570572
1279,34,6,3,31,14,0.9088568486096807,0.8176955773310508,4477,4348,456,429,0.9701343416089255,0.9695015349899094
2601,37,47,17,43,baseline,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.97019121855581,0.9697228714265169
136,34,37,6,35,2,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9699425383725275,0.9693156795904672
5050,47,17,43,2,baseline,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9701626209711774,0.9695780565093473
4860,47,17,35,3,62,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9700264854366163,0.9694706965720499
2206,34,3,27,43,1,0.9088568486096807,0.8176920414306191,4466,4359,445,440,0.9700080709681733,0.9694326263238049
2606,37,47,17,2,1,0.9088568486096807,0.8177274767443352,4492,4333,471,414,0.9702846274320253,0.9698386540113263
6567,28,17,35,5,62,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9700350137964253,0.9695980857487431
6641,28,17,5,27,baseline,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9699223206439259,0.9694687332022199
7065,28,5,2,1,14,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9701842813079058,0.9697237079293557
5105,47,35,5,2,baseline,0.9088568486096807,0.8177243776859403,4491,4334,470,415,0.969926139312497,0.9693849976848614
1302,34,6,62,31,43,0.9088568486096807,0.8176914349979447,4468,4357,447,438,0.9702562632104719,0.9697252855727629
998,34,47,43,2,14,0.9088568486096807,0.8176967317601633,4478,4347,457,428,0.9702588938488207,0.9696811217597332
1001,34,47,43,baseline,14,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9702399277949174,0.969773047209769
2545,37,47,28,baseline,14,0.9088568486096807,0.8177489896698764,4498,4327,477,408,0.9700490792256623,0.9695523202491401
7018,28,5,27,31,1,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.9701340021717193,0.9696676243906497
1003,34,47,43,1,14,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9704298004822046,0.9700356321450603
5103,47,35,5,43,57,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9699542277413205,0.969444899094794
992,34,47,31,1,57,0.9088568486096807,0.8176955773310508,4477,4348,456,429,0.9703175952706893,0.9698603595208535
2573,37,47,17,3,43,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9701710008272085,0.9696291238581853
2536,37,47,28,43,1,0.9088568486096807,0.8177274767443352,4492,4333,471,414,0.970280108674216,0.9698595975824843
8374,3,27,31,43,1,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.9700231971386802,0.9693270236476764
2522,37,47,28,27,43,0.9088568486096807,0.8177243776859403,4491,4334,470,415,0.9699972938368726,0.9694029742622696
7081,28,3,62,31,1,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9701236705517519,0.9695742309088411
4774,47,28,62,31,2,0.9088568486096807,0.8177376077400391,4495,4330,474,411,0.9701431881911153,0.9695028891821056
990,34,47,31,baseline,57,0.9088568486096807,0.8176923480448638,4473,4352,452,433,0.9700793739963266,0.9695096560325417
988,34,47,31,2,14,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.9702748261826926,0.9696556152852293
2580,37,47,17,62,31,0.9088568486096807,0.8177243776859403,4491,4334,470,415,0.9702792600812002,0.9697769810575124
4838,47,28,43,1,14,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9703366673987195,0.9699171523359384
1746,34,17,5,31,baseline,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.9702718136774865,0.9698245115628836
2248,34,3,2,1,14,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.9701188335715616,0.9695260300172754
1325,34,6,27,31,baseline,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9699694812007795,0.9693735124414166
5130,47,35,3,31,43,0.9088568486096807,0.8177307147665385,4493,4332,472,413,0.970057437866868,0.9693359152752252
2371,34,43,baseline,1,57,0.9088568486096807,0.8176932030434435,4464,4361,443,442,0.9700571832889633,0.9696224712113857
4862,47,17,35,3,31,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9701112386640702,0.969499944799926
4922,47,17,5,27,31,0.9088568486096807,0.8177307147665385,4493,4332,472,413,0.9701962676842542,0.9697444235817232
2316,34,27,31,2,1,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.970147685734099,0.9695242432442307
1136,34,6,17,27,57,0.9088568486096807,0.8176914349979447,4468,4357,447,438,0.9699113950088474,0.9694596403566027
1137,34,6,17,27,14,0.9088568486096807,0.817691566381674,4471,4354,450,435,0.9700787799812156,0.9696427993756228
2412,37,47,6,35,baseline,0.9088568486096807,0.8177450566839106,4497,4328,476,409,0.9699164017076407,0.9693991898318586
5000,47,17,62,43,baseline,0.9088568486096807,0.8176923480448638,4473,4352,452,433,0.9702277292703152,0.9697720217233752
4996,47,17,62,31,1,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9704333645728708,0.9700636100457346
4995,47,17,62,31,baseline,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9702344543699655,0.9697563837850618
4982,47,17,3,baseline,14,0.9088568486096807,0.8176955773310508,4477,4348,456,429,0.9701339809568938,0.9696392001610753
1224,34,6,5,62,31,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9702402248024729,0.9698140011154746
4976,47,17,3,2,baseline,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9700353956632823,0.9694190752886602
4972,47,17,3,43,baseline,0.9088568486096807,0.8176967317601633,4478,4347,457,428,0.9701460521925438,0.9696018363944403
6826,28,35,5,baseline,57,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9697255743532108,0.9692117979472954
4966,47,17,3,31,2,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9701704280269228,0.9695202481507366
942,34,47,62,31,57,0.9088568486096807,0.8176955773310508,4477,4348,456,429,0.9701391573742902,0.9695797696221904
6800,28,35,5,62,1,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9700556770363602,0.9696764350459577
115,34,37,6,28,1,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9701943795647939,0.9698156455441274
2353,34,31,43,1,14,0.9088568486096807,0.8176913837769774,4470,4355,449,436,0.9704008634603654,0.9698929227656969
1202,34,6,35,43,57,0.9088568486096807,0.8176913837769774,4470,4355,449,436,0.969878893896342,0.9693542781584266
2392,37,47,6,28,14,0.9088568486096807,0.8177412627107036,4496,4329,475,410,0.9701348295499097,0.9696282880440417
2389,37,47,6,28,baseline,0.9088568486096807,0.8177376077400391,4495,4330,474,411,0.9700510309895987,0.9695513567701028
6774,28,17,43,1,14,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.970300941632754,0.9698803967788119
2362,34,31,baseline,1,14,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.9703064574873568,0.969831201377731
4932,47,17,5,31,1,0.9088568486096807,0.817734091761914,4494,4331,473,412,0.9704803766259467,0.9701309172053385
4934,47,17,5,31,14,0.9088568486096807,0.8177274767443352,4492,4333,471,414,0.9704017969126828,0.9699701292467418
4952,47,17,3,62,43,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.9701799746983506,0.9696306065437781
1182,34,6,35,62,baseline,0.9088568486096807,0.817691566381674,4471,4354,450,435,0.9699386772743057,0.9694988080155927
1192,34,6,35,27,14,0.9088568486096807,0.8176936850135086,4475,4350,454,431,0.9698587398122165,0.9693130830462322
4950,47,17,3,62,27,0.9088568486096807,0.8177045868624624,4483,4342,462,423,0.9699887018325875,0.9694422983203734
1190,34,6,35,27,1,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9699389318522105,0.9694785330092024
1183,34,6,35,62,1,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9701138905172446,0.9697437850860106
1243,34,6,5,31,14,0.9088568486096807,0.8176967317601633,4478,4347,457,428,0.9702781781251049,0.9698061455974989
5008,47,17,62,baseline,1,0.9088568486096807,0.8176936850135086,4475,4350,454,431,0.9702832908980252,0.9699613774815408
6829,28,35,5,1,14,0.9088568486096807,0.817734091761914,4494,4331,473,412,0.9700761917725174,0.9696581624727594
2422,37,47,6,5,baseline,0.9088568486096807,0.817734091761914,4494,4331,473,412,0.9700657328635975,0.9696442568220068
5048,47,17,31,1,14,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.970505134327183,0.9701103425587593
116,34,37,6,28,57,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9699456357370352,0.9694861361929634
2494,37,47,28,5,3,0.9088568486096807,0.8177755074525846,4504,4321,483,402,0.9700273976741083,0.9695336271767896
1270,34,6,3,27,baseline,0.9088568486096807,0.8176918878026695,4472,4353,451,434,0.9697669432627316,0.9691504412795235
1268,34,6,3,27,43,0.9088568486096807,0.8176920414306191,4466,4359,445,440,0.9698573184189151,0.9692088416022168
52,34,37,47,5,27,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9700842321913421,0.9696199251524096
2286,34,62,31,baseline,14,0.9088568486096807,0.817691566381674,4471,4354,450,435,0.9701530318700988,0.9696469793079883
1058,34,6,28,62,31,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.970198686174349,0.9696956221479078
53,34,37,47,5,31,0.9088568486096807,0.8177376077400391,4495,4330,474,411,0.9703080698140869,0.9698285180046448
2478,37,47,28,17,2,0.9088568486096807,0.8177412627107036,4496,4329,475,410,0.9701583992209236,0.9695979041464389
2374,34,43,1,57,14,0.9088568486096807,0.8176939920334784,4463,4362,442,443,0.9701406211972428,0.9697114195520398
5036,47,17,31,43,baseline,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9703070090728171,0.9697734357747259
2475,37,47,28,17,27,0.9088568486096807,0.8177412627107036,4496,4329,475,410,0.9700808590341042,0.9695896932823732
4885,47,17,35,31,2,0.9088568486096807,0.8177243776859403,4491,4334,470,415,0.9701437185617503,0.9695102750715445
2463,37,47,6,2,57,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9699262666014494,0.9693356799007433
5032,47,17,27,1,57,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.9700841685468659,0.9696722446649281
6925,28,35,31,baseline,1,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9700786526922632,0.9695696621100764
1086,34,6,28,2,14,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.9700809226785806,0.9695095475769977
2451,37,47,6,31,2,0.9088568486096807,0.8177376077400391,4495,4330,474,411,0.9701558322270509,0.9695368938582761
6914,28,35,27,1,14,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9698769845620564,0.9693759226146478
2448,37,47,6,27,57,0.9088568486096807,0.8177045868624624,4483,4342,462,423,0.9698075908681888,0.9692291414207962
1111,34,6,17,5,1,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9703588793209085,0.9700587154233521
6683,28,17,3,31,baseline,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.9700601321496932,0.9694382438144784
6885,28,35,62,2,baseline,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9698203197634258,0.9692158905868336
5017,47,17,27,31,1,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9702937710217705,0.9698764781086137
6709,28,17,62,31,43,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.9702495593256469,0.9696926996242727
5014,47,17,27,31,43,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9702381457495843,0.9696896888165367
5009,47,17,62,baseline,57,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.9700136080376016,0.969542199697409
6861,28,35,3,baseline,1,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.9698893528052618,0.9693562254572452
946,34,47,62,43,1,0.9088568486096807,0.8176923480448638,4473,4352,452,433,0.9703677471179235,0.9699891082818581
4806,47,28,27,2,1,0.9088568486096807,0.8177274767443352,4492,4333,471,414,0.9700734762748667,0.9695655434414647
939,34,47,62,31,2,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9702310175682515,0.9696242777619694
7770,17,43,1,57,14,0.9088568486096807,0.8176913837769774,4470,4355,449,436,0.9701561716642572,0.9697255679545849
4244,47,6,28,62,43,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9701607540665425,0.9696065753818597
4242,47,6,28,62,27,0.9088568486096807,0.8177243776859403,4491,4334,470,415,0.9699382954074485,0.9693490030528248
3073,37,6,5,baseline,1,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9701110265158163,0.9697140745729803
7692,17,62,43,baseline,14,0.9088568486096807,0.8176932030434435,4464,4361,443,442,0.9701195124459744,0.9696664391973387
389,34,37,35,baseline,1,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9700212453747438,0.9695765358017061
4208,47,6,28,17,baseline,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9701702158786688,0.9696998833875796
7746,17,31,43,baseline,57,0.9088568486096807,0.8176955773310508,4477,4348,456,429,0.97004761540271,0.9694399688765254
382,34,37,35,43,1,0.9088568486096807,0.8176923480448638,4473,4352,452,433,0.9701203610389901,0.9696324419627018
3124,37,6,62,31,baseline,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9700911694392463,0.9695655952152884
4357,47,6,35,3,43,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9699845012971593,0.9693573191648938
3130,37,6,62,43,1,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9701728040873672,0.9697718614821407
373,34,37,35,27,14,0.9088568486096807,0.8176967317601633,4478,4347,457,428,0.9698479838957411,0.9692383863565814
4174,37,31,43,57,14,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.9700279492595686,0.9693568120157322
369,34,37,35,27,2,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9697935678686025,0.9690763447849169
3139,37,6,62,baseline,14,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9699843103637309,0.9695025657671734
4161,37,27,baseline,1,57,0.9088568486096807,0.8176936850135086,4475,4350,454,431,0.9697247894046712,0.969189785260323
3146,37,6,27,31,1,0.9088568486096807,0.8177159142031604,4488,4337,467,418,0.9700987007022618,0.969560637861193
7822,35,5,62,31,1,0.9088568486096807,0.8177159142031604,4488,4337,467,418,0.9701445247251154,0.9697148641064959
4257,47,6,28,31,43,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.9702843304244697,0.9696866321812795
4267,47,6,28,43,14,0.9088568486096807,0.8177045868624624,4483,4342,462,423,0.9702082328457771,0.9696764465320977
451,34,37,3,27,baseline,0.9088568486096807,0.8176936850135086,4475,4350,454,431,0.969762721512478,0.9691392048000746
453,34,37,3,27,57,0.9088568486096807,0.8176918878026695,4472,4353,451,434,0.9696727282231514,0.9690282329436865
4348,47,6,35,5,43,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.970098297620579,0.9696390684926365
2988,37,6,35,5,14,0.9088568486096807,0.8177274767443352,4492,4333,471,414,0.969937892325766,0.9694106542191218
4334,47,6,17,2,baseline,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9700977884647697,0.9695613898240958
7514,17,5,27,31,57,0.9088568486096807,0.8176967317601633,4478,4347,457,428,0.9699296609735126,0.9694249372272182
499,34,37,62,baseline,57,0.9088568486096807,0.8176918878026695,4472,4353,451,434,0.9698429771969479,0.9693669582882116
2999,37,6,35,62,31,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9700095135763002,0.9694355354981119
17,34,37,47,28,3,0.9088568486096807,0.8177450566839106,4497,4328,476,409,0.9700901086979766,0.9695399691339517
3005,37,6,35,62,14,0.9088568486096807,0.8177159142031604,4488,4337,467,418,0.9699366194362424,0.9693998334542544
4321,47,6,17,27,57,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.9699483300198606,0.9694680873537412
4311,47,6,17,62,2,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9701877393244454,0.9697281632645123
480,34,37,62,27,1,0.9088568486096807,0.8176936850135086,4475,4350,454,431,0.9700162174611251,0.9695597865127166
4300,47,6,17,3,27,0.9088568486096807,0.8177045868624624,4483,4342,462,423,0.9700091317094431,0.9694874140589994
7560,17,5,2,1,14,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.9702428766556473,0.9698034626417428
4295,47,6,17,5,baseline,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9701880363320007,0.9698019356488814
7572,17,3,62,27,14,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.9698588671011689,0.9693090484066245
7575,17,3,62,31,baseline,0.9088568486096807,0.8176945617508196,4476,4349,455,430,0.9700272279555052,0.9694735174082058
7599,17,3,27,31,14,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.9699839072820481,0.9693617010605602
7834,35,5,62,baseline,1,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.969983249622461,0.969630377324832
4076,37,62,27,31,baseline,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.96985784878955,0.9692317367777767
3166,37,6,31,43,1,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9703094912073883,0.9698122836917291
3645,37,17,62,baseline,14,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9700645448333755,0.9696314325520703
7944,35,3,27,57,14,0.9088568486096807,0.8176923480448638,4473,4352,452,433,0.9694850618777054,0.9687696347495214
3575,37,17,5,2,baseline,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.970007667886491,0.9694873047610622
3571,37,17,5,43,baseline,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9701057652391184,0.9696871420248396
3566,37,17,5,31,baseline,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9701707886789545,0.969698606699579
3557,37,17,5,27,31,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.9701018617112456,0.9695950205367851
3313,37,28,35,2,14,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9698691987211363,0.9691970500342317
3318,37,28,35,1,14,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9700024914690945,0.96951485634108
268,34,37,28,baseline,1,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9701553867157175,0.969765032629318
261,34,37,28,43,1,0.9088568486096807,0.8176994571899401,4480,4345,459,426,0.9702403945210764,0.969820736857554
8006,35,62,31,2,baseline,0.9088568486096807,0.8177045868624624,4483,4342,462,423,0.9699004481589435,0.969243608485047
3401,37,28,62,27,31,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9699108009937364,0.9692431737272679
3397,37,28,3,baseline,14,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9698246688026317,0.9692439957535623
3385,37,28,3,31,14,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.970027970474394,0.9693431570538739
8040,35,27,31,43,14,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.969925439223259,0.969200503534905
3382,37,28,3,31,baseline,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9699478845085272,0.9692917063777264
242,34,37,28,62,baseline,0.9088568486096807,0.8177010282035887,4481,4344,460,425,0.9699978029926822,0.9695431165172655
3362,37,28,5,1,57,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.9700283735560766,0.9696249050571394
3633,37,17,62,31,14,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9702570057293607,0.9697555086816181
3261,37,28,17,baseline,14,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9700446241123294,0.9695699689834021
3170,37,6,31,2,1,0.9088568486096807,0.8177159142031604,4488,4337,467,418,0.9702192221253317,0.9696605955365812
3734,37,35,5,31,14,0.9088568486096807,0.8177450566839106,4497,4328,476,409,0.9700470001727735,0.9694612536792034
3172,37,6,31,2,14,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9701132328576574,0.9694353828438758
3185,37,6,43,baseline,14,0.9088568486096807,0.8176955773310508,4477,4348,456,429,0.9700191451070297,0.9694709583554623
7863,35,5,31,43,1,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.9702175673689508,0.9697131407909944
7875,35,5,31,57,14,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9698980508836738,0.9693329886380734
3936,37,5,27,31,baseline,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9699287699508461,0.9693538748730943
3218,37,28,17,5,57,0.9088568486096807,0.8177109665382571,4486,4339,465,420,0.9699681446667796,0.969483425886988
3219,37,28,17,5,14,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9701275316499737,0.9696683515393743
3225,37,28,17,3,baseline,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.9699477360047494,0.9694045412544159
316,34,37,17,27,1,0.9088568486096807,0.8176955773310508,4477,4348,456,429,0.970165336468828,0.9697544830642211
3231,37,28,17,62,43,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9701517801954005,0.9696692912709626
3846,37,35,31,baseline,14,0.9088568486096807,0.8177412627107036,4496,4329,475,410,0.9699454872332576,0.9693138551393778
313,34,37,17,27,43,0.9088568486096807,0.8176918878026695,4472,4353,451,434,0.970105637950166,0.9696037138049695
3241,37,28,17,27,1,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.9700964307159444,0.9696822833980715
3832,37,35,27,1,57,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9696845236660712,0.9690927624896388
3243,37,28,17,27,14,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9699627561011291,0.9694528350590057
3244,37,28,17,31,43,0.9088568486096807,0.8177159142031604,4488,4337,467,418,0.9702522111788213,0.9696780996603189
310,34,37,17,62,57,0.9088568486096807,0.8176913837769774,4470,4355,449,436,0.9700629749362961,0.9696195156913234
4354,47,6,35,3,62,0.9088568486096807,0.8177159142031604,4488,4337,467,418,0.9699253967936083,0.9693505914252653
4358,47,6,35,3,2,0.9088568486096807,0.8177274767443352,4492,4333,471,414,0.9698960566900867,0.9692238691837552
