,model 1,model 2,model 3,model 4,model 5,acc,mcc,tp,tn,fp,fn,auroc,auprc
5204,47,35,31,43,14,0.9101956745623069,0.820390485630742,4493,4345,459,413,0.9702187766139986,0.9695889119567747
1255,34,6,5,baseline,14,0.9101956745623069,0.8203731886858217,4483,4355,449,423,0.9700876902078817,0.969667153388591
755,34,47,17,3,baseline,0.9101956745623069,0.8203769148125871,4486,4352,452,420,0.9701951645133337,0.9697011827616554
4884,47,17,35,31,43,0.9101956745623069,0.8203929817424777,4494,4344,460,412,0.9702622670060586,0.969671957074848
91,34,37,47,43,baseline,0.9101956745623069,0.820375533459221,4485,4353,451,421,0.9701476857340992,0.969665322871213
123,34,37,6,17,31,0.9101956745623069,0.8203838334918006,4490,4348,456,416,0.9703268661493869,0.9698489273853133
23,34,37,47,28,baseline,0.9101956745623069,0.8204043600706814,4498,4340,464,408,0.9701122569756894,0.9696270828298305
989,34,47,31,baseline,1,0.9101956745623069,0.820375533459221,4485,4353,451,421,0.970346829300084,0.969907998499001
22,34,37,47,28,2,0.9101956745623069,0.8204043600706814,4498,4340,464,408,0.970139411952195,0.9695571355578132
681,34,47,28,5,1,0.9101956745623069,0.8204108856869423,4500,4338,466,406,0.9703855251416048,0.970069645365619
568,34,47,6,28,2,0.9101956745623069,0.8203881288903576,4492,4346,458,414,0.9701455854663852,0.96958935529775
732,34,47,17,35,27,0.9101956745623069,0.8203838334918006,4490,4348,456,416,0.9700896631866434,0.9695906711623701
