,model 1,model 2,model 3,acc,mcc,tp,tn,fp,fn,auroc,auprc
416,baseline,no-easy-95pct,no-easy-90pct,0.9075180226570546,0.8150145441833639,4467,4345,459,439,0.9692960802130851,0.9686297546179505
222,curriculum-reordered-shuffled-00pct,no-easy-95pct,curriculum-reordered-shuffled-40pct,0.9075180226570546,0.8150191886307213,4472,4340,464,434,0.9695889084480149,0.9691131725016089
603,hardest-interleaved-50pct,easiest-interleaved-10pct,no-hard-95pct,0.9075180226570546,0.8150140304384076,4466,4346,458,440,0.969890222613103,0.9689200380026572
478,no-easy-80pct,easiest-interleaved-10pct,curriculum-reordered-shuffled-10pct,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9695135321733859,0.9688166590682128
391,baseline,hardest-interleaved-50pct,curriculum-reordered-shuffled-40pct,0.9075180226570546,0.8150205327055089,4473,4339,465,433,0.9700494610925194,0.9694600260551736
67,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,no-hard-95pct,0.9075180226570546,0.8150199417214463,4453,4359,445,453,0.9690821711286254,0.9684963018101216
301,easiest-interleaved-25pct,hardest-interleaved-50pct,easiest-interleaved-50pct,0.9075180226570546,0.8150159868009407,4469,4343,461,437,0.9701865512942232,0.9694971291729932
24,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,curriculum-reordered-shuffled-10pct,0.9075180226570546,0.8150315039988618,4479,4333,471,427,0.9695284886252894,0.9689238621766181
641,hardest-interleaved-50pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9075180226570546,0.8150272931694105,4477,4335,469,429,0.9703291573505297,0.9698099962992459
313,easiest-interleaved-25pct,easiest-interleaved-10pct,no-hard-95pct,0.9075180226570546,0.8150169156845836,4470,4342,462,436,0.9690262064192328,0.9678130258336198
390,baseline,hardest-interleaved-50pct,curriculum-reordered-shuffled-10pct,0.9075180226570546,0.8150315039988618,4479,4333,471,427,0.9702254804988234,0.9697894862783508
229,curriculum-reordered-shuffled-00pct,no-easy-90pct,curriculum-reordered-shuffled-40pct,0.9075180226570546,0.8150191886307213,4472,4340,464,434,0.9695889084480149,0.9691131725016089
71,curriculum-reordered-shuffled-20pct,hardest-interleaved-50pct,hardest-interleaved-25pct,0.9075180226570546,0.8150246258040571,4450,4362,442,456,0.970776344655035,0.9702716135919659
443,baseline,easiest-interleaved-50pct,no-hard-95pct,0.9075180226570546,0.8150205327055089,4473,4339,465,433,0.9692932798561329,0.9688065212939807
399,baseline,easiest-interleaved-10pct,no-easy-90pct,0.9075180226570546,0.8150143082885162,4459,4353,451,447,0.9694332128444397,0.9686800158183073
398,baseline,easiest-interleaved-10pct,no-easy-95pct,0.9075180226570546,0.8150143082885162,4459,4353,451,447,0.9694332128444397,0.9686800158183073
121,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9075180226570546,0.815013655062344,4465,4347,457,441,0.9693747235708251,0.9689429007014606
687,easiest-interleaved-10pct,easiest-interleaved-50pct,no-hard-95pct,0.9075180226570546,0.815013655062344,4465,4347,457,441,0.9689181380986698,0.9679428665091945
367,baseline,no-easy-80pct,curriculum-reordered-shuffled-10pct,0.9075180226570546,0.8150253954149472,4476,4336,468,430,0.969624337206425,0.9690414138231842
719,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,no-hard-95pct,0.9075180226570546,0.8150186569989113,4454,4358,446,452,0.9700925908325478,0.9694617053337019
718,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.9075180226570546,0.8150156327805372,4457,4355,449,449,0.9702429827297744,0.9698559479884434
724,hardest-interleaved-25pct,easiest-interleaved-50pct,no-hard-90pct,0.9075180226570546,0.8150246258040571,4450,4362,442,456,0.9696865178596583,0.9691873570361916
311,easiest-interleaved-25pct,easiest-interleaved-10pct,easiest-interleaved-50pct,0.9075180226570546,0.8150191886307213,4472,4340,464,434,0.9693278388067016,0.9683082291290508
139,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,hardest-interleaved-50pct,0.9075180226570546,0.8150205327055089,4473,4339,465,433,0.9704032395208098,0.9697507574483664
138,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,curriculum-reordered-shuffled-30pct,0.9075180226570546,0.8150253954149472,4476,4336,468,430,0.9696546744067402,0.9689893588142175
256,easiest-interleaved-25pct,baseline,no-easy-80pct,0.9074150360453141,0.8148266183675407,4479,4332,472,427,0.96962353104306,0.9689633875141083
23,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,no-easy-90pct,0.9074150360453141,0.8148138293921571,4472,4339,465,434,0.9698797849190086,0.9692878876215325
482,no-easy-80pct,easiest-interleaved-10pct,no-hard-95pct,0.9074150360453141,0.8148073489407818,4463,4348,456,443,0.9690790313344668,0.9681772754582852
143,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,no-easy-90pct,0.9074150360453141,0.814822272378637,4477,4334,470,429,0.9698730386045329,0.9692294466278188
142,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,no-easy-95pct,0.9074150360453141,0.814822272378637,4477,4334,470,429,0.9698730386045329,0.9692294466278188
25,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,curriculum-reordered-shuffled-40pct,0.9074150360453141,0.8148152412196782,4473,4338,466,433,0.9695301645964958,0.968931049159993
664,easiest-interleaved-10pct,no-easy-95pct,hardest-interleaved-10pct,0.9074150360453141,0.8148095657339205,4468,4343,461,438,0.9700000941938247,0.9694400636062831
127,curriculum-reordered-shuffled-20pct,easiest-interleaved-50pct,no-hard-95pct,0.9074150360453141,0.8148073489407818,4463,4348,456,443,0.9694219902018055,0.9689423445963814
22,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,no-easy-95pct,0.9074150360453141,0.8148138293921571,4472,4339,465,434,0.9698797849190086,0.9692878876215325
432,baseline,curriculum-reordered-shuffled-10pct,easiest-interleaved-50pct,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.969550636903002,0.9691599774723856
20,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,easiest-interleaved-10pct,0.9074150360453141,0.8148095657339205,4468,4343,461,438,0.9696037376109662,0.9687262004404187
671,easiest-interleaved-10pct,no-easy-90pct,hardest-interleaved-10pct,0.9074150360453141,0.8148095657339205,4468,4343,461,438,0.9700000941938247,0.9694400636062831
374,baseline,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9702910979537707,0.9697842788346279
116,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-10pct,easiest-interleaved-50pct,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9694569522340568,0.9690516484350431
736,no-easy-95pct,no-easy-90pct,no-hard-95pct,0.9074150360453141,0.8148125559360707,4471,4340,464,435,0.9688935925456874,0.9678887751261527
362,baseline,no-easy-80pct,hardest-interleaved-50pct,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9702604637458999,0.9696481661098253
46,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-50pct,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9704548127613454,0.969963478421702
617,hardest-interleaved-50pct,no-easy-95pct,curriculum-reordered-shuffled-40pct,0.9074150360453141,0.8148095657339205,4468,4343,461,438,0.970203989880698,0.9697084459517344
212,curriculum-reordered-shuffled-00pct,hardest-interleaved-25pct,no-easy-90pct,0.9074150360453141,0.8148161365755192,4451,4360,444,455,0.9705509795648619,0.9700107375325552
274,easiest-interleaved-25pct,no-easy-80pct,no-easy-95pct,0.9074150360453141,0.8148369714735028,4483,4328,476,423,0.969755105390161,0.969125167189255
211,curriculum-reordered-shuffled-00pct,hardest-interleaved-25pct,no-easy-95pct,0.9074150360453141,0.8148161365755192,4451,4360,444,455,0.9705509795648619,0.9700107375325552
81,curriculum-reordered-shuffled-20pct,easiest-interleaved-10pct,hardest-interleaved-25pct,0.9074150360453141,0.8148279979616391,4445,4366,438,461,0.9703550818671627,0.969639024134746
535,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,curriculum-reordered-shuffled-40pct,0.9074150360453141,0.8148125559360707,4471,4340,464,435,0.9699565613721137,0.9694631829358985
42,curriculum-reordered-shuffled-20pct,baseline,no-hard-95pct,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9693525116486363,0.9686906214097624
66,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-10pct,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9700373262123932,0.9696818355781015
624,hardest-interleaved-50pct,no-easy-90pct,curriculum-reordered-shuffled-40pct,0.9074150360453141,0.8148095657339205,4468,4343,461,438,0.970203989880698,0.9697084459517344
38,curriculum-reordered-shuffled-20pct,baseline,curriculum-reordered-shuffled-10pct,0.9074150360453141,0.8148104241129906,4469,4342,462,437,0.9693937532692046,0.9688931453188394
33,curriculum-reordered-shuffled-20pct,baseline,hardest-interleaved-50pct,0.9074150360453141,0.8148095657339205,4468,4343,461,438,0.9703437107207509,0.9698408206359597
275,easiest-interleaved-25pct,no-easy-80pct,no-easy-90pct,0.9074150360453141,0.8148369714735028,4483,4328,476,423,0.969755105390161,0.969125167189255
560,curriculum-reordered-shuffled-30pct,no-easy-95pct,no-easy-90pct,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9693941351360618,0.9688353669065294
532,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,no-easy-95pct,0.9074150360453141,0.814808590204494,4458,4353,451,448,0.9704993426798498,0.9701111811171723
576,curriculum-reordered-shuffled-30pct,curriculum-reordered-shuffled-10pct,easiest-interleaved-50pct,0.9074150360453141,0.8148152412196782,4473,4338,466,433,0.9694095583141239,0.969030525622756
533,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,no-easy-90pct,0.9074150360453141,0.814808590204494,4458,4353,451,448,0.9704993426798498,0.9701111811171723
538,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,no-hard-95pct,0.9074150360453141,0.8148104241129906,4469,4342,462,437,0.9703042935751666,0.9697285117658934
521,no-easy-80pct,easiest-interleaved-50pct,no-hard-95pct,0.9073120494335737,0.8146014119459761,4463,4347,457,443,0.9693580062884136,0.9688903650246552
638,hardest-interleaved-50pct,curriculum-reordered-shuffled-40pct,no-hard-95pct,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.9699812342140484,0.969234527729404
431,baseline,curriculum-reordered-shuffled-10pct,curriculum-reordered-shuffled-40pct,0.9073120494335737,0.8146172845806355,4477,4333,471,429,0.9692954225534978,0.9687622009386652
662,easiest-interleaved-10pct,no-easy-95pct,curriculum-reordered-shuffled-40pct,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693262901244479,0.9686470051696954
669,easiest-interleaved-10pct,no-easy-90pct,curriculum-reordered-shuffled-40pct,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693262901244479,0.9686470051696954
271,easiest-interleaved-25pct,no-easy-80pct,hardest-interleaved-50pct,0.9073120494335737,0.8146059592314786,4470,4340,464,436,0.9702584059078367,0.9695868293003148
438,baseline,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.9073120494335737,0.8146133569993094,4475,4335,469,431,0.9699237844668782,0.9694862455265034
750,no-easy-95pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9073120494335737,0.8146059592314786,4470,4340,464,436,0.9701476857340993,0.9697798046136653
389,baseline,hardest-interleaved-50pct,no-easy-90pct,0.9073120494335737,0.814601315530702,4462,4348,456,444,0.9703308757513867,0.969843727847341
678,easiest-interleaved-10pct,curriculum-reordered-shuffled-10pct,no-hard-95pct,0.9073120494335737,0.8146031805475239,4467,4343,461,439,0.9690504337498341,0.9682358016568847
147,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,hardest-interleaved-10pct,0.9073120494335737,0.8146217656628287,4479,4331,473,427,0.9702243348982519,0.969717821028765
166,curriculum-reordered-shuffled-00pct,no-easy-80pct,hardest-interleaved-50pct,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.9704457540309017,0.9698438920267272
100,curriculum-reordered-shuffled-20pct,no-easy-95pct,no-easy-90pct,0.9073120494335737,0.814601315530702,4462,4348,456,444,0.9694931022965303,0.9688656845843991
178,curriculum-reordered-shuffled-00pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,0.9073120494335737,0.8146059592314786,4470,4340,464,436,0.9703809215244941,0.9699400274029172
179,curriculum-reordered-shuffled-00pct,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,0.9073120494335737,0.8146016466504227,4464,4346,458,442,0.9694963693796411,0.9688303269727241
383,baseline,curriculum-reordered-shuffled-30pct,no-hard-95pct,0.9073120494335737,0.8146023126733888,4458,4352,452,448,0.9692491530193109,0.968637300269202
630,hardest-interleaved-50pct,curriculum-reordered-shuffled-10pct,curriculum-reordered-shuffled-40pct,0.9073120494335737,0.8146133569993094,4475,4335,469,431,0.9700346955740444,0.9695593048656961
302,easiest-interleaved-25pct,hardest-interleaved-50pct,hardest-interleaved-10pct,0.9073120494335737,0.8146152516061497,4476,4334,470,430,0.9703111459637692,0.9696778150976424
790,curriculum-reordered-shuffled-10pct,hardest-interleaved-10pct,no-hard-95pct,0.9073120494335737,0.8146172845806355,4477,4333,471,429,0.9701934673273019,0.9697814833714764
388,baseline,hardest-interleaved-50pct,no-easy-95pct,0.9073120494335737,0.814601315530702,4462,4348,456,444,0.9703308757513867,0.969843727847341
162,curriculum-reordered-shuffled-00pct,baseline,no-hard-95pct,0.9073120494335737,0.8146071621054521,4471,4339,465,435,0.9694721844786907,0.9688446756805005
77,curriculum-reordered-shuffled-20pct,hardest-interleaved-50pct,hardest-interleaved-10pct,0.9073120494335737,0.8146116007528084,4474,4336,468,432,0.9705465668811797,0.9701346299089946
547,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,hardest-interleaved-10pct,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9700050372481418,0.9694431231186029
469,no-easy-80pct,hardest-interleaved-50pct,curriculum-reordered-shuffled-40pct,0.9073120494335737,0.8146031805475239,4467,4343,461,439,0.9701031346007691,0.9695136378145376
771,no-easy-90pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9073120494335737,0.8146059592314786,4470,4340,464,436,0.9701476857340993,0.9697798046136653
122,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.9073120494335737,0.8146059592314786,4470,4340,464,436,0.9700229001311245,0.9696782351190669
117,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-10pct,hardest-interleaved-10pct,0.9072090628218331,0.8144169458594621,4479,4330,474,427,0.9700719063777874,0.9697443841547415
371,baseline,no-easy-80pct,no-hard-95pct,0.9072090628218331,0.8144005308183432,4470,4339,465,436,0.9693173162533057,0.9685852667403017
418,baseline,no-easy-95pct,curriculum-reordered-shuffled-40pct,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9694830252544676,0.9689315762089076
380,baseline,curriculum-reordered-shuffled-30pct,curriculum-reordered-shuffled-40pct,0.9072090628218331,0.8144032103667836,4472,4337,467,434,0.969219367404456,0.9686624642188613
414,baseline,hardest-interleaved-25pct,no-hard-90pct,0.9072090628218331,0.8144013029244922,4452,4357,447,454,0.9696066652568708,0.9689727133613271
740,no-easy-95pct,curriculum-reordered-shuffled-10pct,easiest-interleaved-50pct,0.9072090628218331,0.8144018014418465,4471,4338,466,435,0.9697455375039078,0.9693542744785023
377,baseline,curriculum-reordered-shuffled-30pct,no-easy-95pct,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9696763983879448,0.9691810446152326
728,hardest-interleaved-25pct,hardest-interleaved-10pct,no-hard-80pct,0.9072090628218331,0.8144047575997175,4473,4336,468,433,0.9696109506516007,0.9692711568875609
378,baseline,curriculum-reordered-shuffled-30pct,no-easy-90pct,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9696763983879448,0.9691810446152326
761,no-easy-90pct,curriculum-reordered-shuffled-10pct,easiest-interleaved-50pct,0.9072090628218331,0.8144018014418465,4471,4338,466,435,0.9697455375039078,0.9693542744785023
75,curriculum-reordered-shuffled-20pct,hardest-interleaved-50pct,curriculum-reordered-shuffled-40pct,0.9072090628218331,0.8143993984899223,4469,4340,464,437,0.9701099021300702,0.9696144054872506
782,curriculum-reordered-shuffled-10pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.9072090628218331,0.8144309075787621,4484,4325,479,422,0.9699749121960806,0.9696142937607202
568,curriculum-reordered-shuffled-30pct,no-easy-90pct,curriculum-reordered-shuffled-10pct,0.9072090628218331,0.8144047575997175,4473,4336,468,433,0.9695874446250629,0.9691783346911804
223,curriculum-reordered-shuffled-00pct,no-easy-95pct,easiest-interleaved-50pct,0.9072090628218331,0.814395508387099,4463,4346,458,443,0.9698894800942142,0.9693908589194622
218,curriculum-reordered-shuffled-00pct,hardest-interleaved-25pct,no-hard-90pct,0.9072090628218331,0.8144115129320371,4446,4363,441,460,0.969895971830785,0.9693190159982832
615,hardest-interleaved-50pct,no-easy-95pct,no-easy-90pct,0.9072090628218331,0.8143956801891634,4459,4350,454,447,0.9700549557322968,0.969424225887686
633,hardest-interleaved-50pct,curriculum-reordered-shuffled-10pct,no-hard-95pct,0.9072090628218331,0.8144032103667836,4472,4337,467,434,0.9702976533348178,0.9697641418473848
230,curriculum-reordered-shuffled-00pct,no-easy-90pct,easiest-interleaved-50pct,0.9072090628218331,0.814395508387099,4463,4346,458,443,0.9698894800942142,0.9693908589194622
310,easiest-interleaved-25pct,easiest-interleaved-10pct,curriculum-reordered-shuffled-40pct,0.9072090628218331,0.814412329750093,4477,4332,472,429,0.9692709618598171,0.9684131130974533
646,hardest-interleaved-50pct,hardest-interleaved-10pct,no-hard-90pct,0.9072090628218331,0.8143954298695573,4460,4349,455,446,0.9700142444823635,0.9693300104355276
17,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,no-easy-80pct,0.9072090628218331,0.8144047575997175,4473,4336,468,433,0.9698122157001248,0.969213944830285
148,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,no-hard-95pct,0.9072090628218331,0.8143984044504436,4468,4341,463,438,0.9695586985366523,0.9687876450452246
231,curriculum-reordered-shuffled-00pct,no-easy-90pct,hardest-interleaved-10pct,0.9072090628218331,0.8144032103667836,4472,4337,467,434,0.9703663893690982,0.9699955976252146
561,curriculum-reordered-shuffled-30pct,no-easy-95pct,curriculum-reordered-shuffled-10pct,0.9072090628218331,0.8144047575997175,4473,4336,468,433,0.9695874446250629,0.9691783346911804
465,no-easy-80pct,hardest-interleaved-50pct,hardest-interleaved-25pct,0.9072090628218331,0.8144026590625293,4451,4358,446,455,0.9706123540547301,0.97003152482857
16,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,baseline,0.9072090628218331,0.8143993984899223,4469,4340,464,437,0.969687790749182,0.9690473368314696
343,easiest-interleaved-25pct,curriculum-reordered-shuffled-10pct,no-hard-95pct,0.9072090628218331,0.814408267016887,4475,4334,470,431,0.9694289486645352,0.9687275612923681
258,easiest-interleaved-25pct,baseline,hardest-interleaved-50pct,0.9072090628218331,0.8143993984899223,4469,4340,464,437,0.9701875059613658,0.9695204739538185
257,easiest-interleaved-25pct,baseline,curriculum-reordered-shuffled-30pct,0.9072090628218331,0.8144064431474232,4474,4335,469,432,0.9696031435958552,0.9689861390166519
425,baseline,no-easy-90pct,curriculum-reordered-shuffled-40pct,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9694830252544676,0.9689315762089076
224,curriculum-reordered-shuffled-00pct,no-easy-95pct,hardest-interleaved-10pct,0.9072090628218331,0.8144032103667836,4472,4337,467,434,0.9703663893690982,0.9699955976252146
512,no-easy-80pct,curriculum-reordered-shuffled-10pct,no-hard-95pct,0.9071060762100926,0.8141964739198045,4471,4337,467,435,0.9693889799334907,0.9687884732130261
534,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,curriculum-reordered-shuffled-10pct,0.9071060762100926,0.8141939355037936,4469,4339,465,437,0.9702467165390439,0.9698683833438168
715,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,no-hard-90pct,0.9071060762100926,0.8141959710482483,4451,4357,447,455,0.9697322145935596,0.9693022575083073
537,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,hardest-interleaved-10pct,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9704319219647439,0.9699646352619335
517,no-easy-80pct,curriculum-reordered-shuffled-40pct,no-hard-95pct,0.9071060762100926,0.8141894058417614,4462,4346,458,444,0.9691308591529073,0.9684766973096651
686,easiest-interleaved-10pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9071060762100926,0.814191950115949,4467,4341,463,439,0.9699141105064981,0.9693210735472195
604,hardest-interleaved-50pct,easiest-interleaved-10pct,no-hard-90pct,0.9071060762100926,0.8141989611862752,4449,4359,445,457,0.9693878555477446,0.9685138152667044
421,baseline,no-easy-95pct,no-hard-95pct,0.9071060762100926,0.8142013185836714,4474,4334,470,432,0.9693744689929203,0.9686929684828219
734,no-easy-95pct,no-easy-90pct,easiest-interleaved-50pct,0.9071060762100926,0.8141900088592092,4464,4344,460,442,0.9693380219228913,0.968649807113527
467,no-easy-80pct,hardest-interleaved-50pct,no-easy-90pct,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.970384846267192,0.9698124749761965
691,easiest-interleaved-10pct,hardest-interleaved-10pct,no-hard-90pct,0.9071060762100926,0.8141903170582614,4457,4351,453,449,0.969319798387877,0.968620224591245
466,no-easy-80pct,hardest-interleaved-50pct,no-easy-95pct,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.970384846267192,0.9698124749761965
464,no-easy-80pct,hardest-interleaved-50pct,easiest-interleaved-10pct,0.9071060762100926,0.8141900088592092,4464,4344,460,442,0.9700870537631197,0.9693109713422837
458,no-easy-80pct,curriculum-reordered-shuffled-30pct,curriculum-reordered-shuffled-40pct,0.9071060762100926,0.814195135580183,4470,4338,466,436,0.9693386583676533,0.9688025107836649
437,baseline,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9071060762100926,0.8141900088592092,4464,4344,460,442,0.9693642222322544,0.9689003873285856
428,baseline,no-easy-90pct,no-hard-95pct,0.9071060762100926,0.8142013185836714,4474,4334,470,432,0.9693744689929203,0.9686929684828219
541,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,hardest-interleaved-25pct,0.9071060762100926,0.8142044827131,4446,4362,442,460,0.9702632428880267,0.9695883203184337
0,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,0.9071060762100926,0.814203210042889,4475,4333,471,431,0.9696912275508961,0.9690220576113873
400,baseline,easiest-interleaved-10pct,curriculum-reordered-shuffled-10pct,0.9071060762100926,0.814191950115949,4467,4341,463,439,0.9693957474627918,0.9687290287578634
64,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,curriculum-reordered-shuffled-40pct,0.9071060762100926,0.8141898584023857,4458,4350,454,448,0.9689728935630146,0.9684389709050885
219,curriculum-reordered-shuffled-00pct,hardest-interleaved-25pct,no-hard-80pct,0.9071060762100926,0.8141896382385012,4463,4345,459,443,0.9694883501756417,0.969000830157575
175,curriculum-reordered-shuffled-00pct,no-easy-80pct,no-hard-95pct,0.9071060762100926,0.8141911647926413,4466,4342,462,440,0.9695428510620822,0.9688370486546894
220,curriculum-reordered-shuffled-00pct,no-easy-95pct,no-easy-90pct,0.9071060762100926,0.814191950115949,4467,4341,463,439,0.9695203633471631,0.9688793636126534
146,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,easiest-interleaved-50pct,0.9071060762100926,0.8142013185836714,4474,4334,470,432,0.9697527717593675,0.9690838208888058
346,easiest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9071060762100926,0.8142074078617085,4477,4331,473,429,0.9694551489738983,0.968841835387608
263,easiest-interleaved-25pct,baseline,curriculum-reordered-shuffled-10pct,0.9071060762100926,0.8142052397997301,4476,4332,472,430,0.9696117568149656,0.9690248518120237
118,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-10pct,no-hard-95pct,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.9691247704980188,0.9685838408386191
277,easiest-interleaved-25pct,no-easy-80pct,curriculum-reordered-shuffled-40pct,0.9071060762100926,0.8142147419567765,4480,4328,476,426,0.9695580833067159,0.968961786013146
78,curriculum-reordered-shuffled-20pct,hardest-interleaved-50pct,no-hard-95pct,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.9704017120533812,0.9698391491482614
74,curriculum-reordered-shuffled-20pct,hardest-interleaved-50pct,curriculum-reordered-shuffled-10pct,0.9071060762100926,0.8141939355037936,4469,4339,465,437,0.970267337349328,0.9698773903745863
369,baseline,no-easy-80pct,easiest-interleaved-50pct,0.9071060762100926,0.814191950115949,4467,4341,463,439,0.9696227460945203,0.9691196527213997
201,curriculum-reordered-shuffled-00pct,easiest-interleaved-10pct,hardest-interleaved-25pct,0.9071060762100926,0.8142025040305256,4447,4361,443,459,0.9703970660066197,0.9696737706319966
312,easiest-interleaved-25pct,easiest-interleaved-10pct,hardest-interleaved-10pct,0.9071060762100926,0.8142074078617085,4477,4331,473,429,0.9699162956335137,0.9691977571695967
379,baseline,curriculum-reordered-shuffled-30pct,curriculum-reordered-shuffled-10pct,0.9071060762100926,0.8142013185836714,4474,4334,470,432,0.9694150105242507,0.9689340475270196
62,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,no-easy-90pct,0.9071060762100926,0.8141896382385012,4463,4345,459,443,0.9696154057649337,0.9691395574870438
61,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,no-easy-95pct,0.9071060762100926,0.8141896382385012,4463,4345,459,443,0.9696154057649337,0.9691395574870438
342,easiest-interleaved-25pct,curriculum-reordered-shuffled-10pct,hardest-interleaved-10pct,0.9071060762100926,0.8142522874804687,4491,4317,487,415,0.9700932909217858,0.9696333102839295
51,curriculum-reordered-shuffled-20pct,no-easy-80pct,curriculum-reordered-shuffled-10pct,0.9071060762100926,0.814191950115949,4467,4341,463,439,0.9695556223869699,0.9690342973347363
202,curriculum-reordered-shuffled-00pct,easiest-interleaved-10pct,no-easy-95pct,0.9070030895983522,0.813983338987583,4461,4346,458,445,0.9696883635494676,0.9689833427252541
203,curriculum-reordered-shuffled-00pct,easiest-interleaved-10pct,no-easy-90pct,0.9070030895983522,0.813983338987583,4461,4346,458,445,0.9696883635494676,0.9689833427252541
207,curriculum-reordered-shuffled-00pct,easiest-interleaved-10pct,hardest-interleaved-10pct,0.9070030895983522,0.8139885057006156,4469,4338,466,437,0.970193255179048,0.9696187952240696
327,easiest-interleaved-25pct,no-easy-95pct,curriculum-reordered-shuffled-40pct,0.9070030895983522,0.8140025188901931,4477,4330,474,429,0.9696070895533787,0.9690497201564057
336,easiest-interleaved-25pct,no-easy-90pct,hardest-interleaved-10pct,0.9070030895983522,0.8140100552815502,4480,4327,477,426,0.9700834472428026,0.9696189014505497
505,no-easy-80pct,no-easy-90pct,hardest-interleaved-10pct,0.9070030895983522,0.8140048927280676,4478,4329,475,428,0.9701759438815255,0.9697905583127958
236,curriculum-reordered-shuffled-00pct,curriculum-reordered-shuffled-10pct,easiest-interleaved-50pct,0.9070030895983522,0.8140025188901931,4477,4330,474,429,0.9694702751444053,0.9690222784674396
498,no-easy-80pct,no-easy-95pct,hardest-interleaved-10pct,0.9070030895983522,0.8140048927280676,4478,4329,475,428,0.9701759438815255,0.9697905583127958
