,model 1,model 2,model 3,model 4,model 5,acc,mcc,tp,tn,fp,fn,auroc,auprc
1459,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-50pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9105046343975283,0.8209891455189022,4472,4369,435,434,0.9708008902080172,0.9703758621076063
7135,no-easy-80pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9105046343975283,0.8209884440822907,4481,4360,444,425,0.9705444666134655,0.9701684845966179
5419,easiest-interleaved-25pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9105046343975283,0.8209942486468157,4487,4354,450,419,0.9704582495630594,0.9699965037634615
229,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,0.9104016477857878,0.8207822469002997,4473,4367,437,433,0.9704002906600797,0.969857082395793
230,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,0.9104016477857878,0.8207822469002997,4473,4367,437,433,0.9704002906600797,0.969857082395793
1566,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9102986611740473,0.8205754394852837,4475,4364,440,431,0.97030985185942,0.9698931303811431
5691,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.9102986611740473,0.8205756171269272,4478,4361,443,428,0.970352090576782,0.9697424561658634
1435,curriculum-reordered-shuffled-20pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9102986611740473,0.8205786993886485,4483,4356,448,423,0.9701773016303508,0.9698316485340561
921,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,hardest-interleaved-25pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9101956745623069,0.8203701707031971,4479,4359,445,427,0.9705505764831794,0.9700898802210827
1505,curriculum-reordered-shuffled-20pct,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.9101956745623069,0.8203698219978288,4473,4365,439,433,0.9704699177170268,0.9699273694142082
1786,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9101956745623069,0.8203702512851723,4472,4366,438,434,0.9701087140998481,0.9697030628204886
1280,curriculum-reordered-shuffled-20pct,baseline,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9101956745623069,0.8203715275998089,4470,4368,436,436,0.9702154883160622,0.9697778569547792
3221,curriculum-reordered-shuffled-00pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,no-easy-90pct,0.9101956745623069,0.8203708198203453,4471,4367,437,435,0.9703728811056691,0.969867602347178
3220,curriculum-reordered-shuffled-00pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,no-easy-95pct,0.9101956745623069,0.8203708198203453,4471,4367,437,435,0.9703728811056691,0.969867602347178
2234,curriculum-reordered-shuffled-20pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9100926879505664,0.8201645208158022,4471,4366,438,435,0.9705021642516276,0.9701410866588611
5972,baseline,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9100926879505664,0.8201659381919001,4469,4368,436,437,0.9701424668870521,0.9697268980143217
6237,baseline,easiest-interleaved-10pct,hardest-interleaved-25pct,no-easy-95pct,curriculum-reordered-shuffled-10pct,0.9100926879505664,0.8201645208158022,4471,4366,438,435,0.9701512073951148,0.9695485021961948
1404,curriculum-reordered-shuffled-20pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9100926879505664,0.8201704433744414,4465,4372,432,441,0.9703523451546866,0.9699534683844622
233,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,no-easy-80pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9100926879505664,0.8201636602841506,4473,4364,440,433,0.9704592890895039,0.9700117275313912
6244,baseline,easiest-interleaved-10pct,hardest-interleaved-25pct,no-easy-90pct,curriculum-reordered-shuffled-10pct,0.9100926879505664,0.8201645208158022,4471,4366,438,435,0.9701512073951148,0.9695485021961948
4751,easiest-interleaved-25pct,no-easy-80pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.909989701338826,0.819957491300767,4476,4360,444,430,0.9702855608843426,0.9697777596369515
3365,curriculum-reordered-shuffled-00pct,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,no-easy-90pct,0.909989701338826,0.8199588260931686,4470,4366,438,436,0.9702917343985324,0.9696733920369449
6973,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.909989701338826,0.8199573794831504,4474,4362,442,432,0.9703591551136385,0.9698083370889871
3323,curriculum-reordered-shuffled-00pct,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,0.909989701338826,0.8199588260931686,4470,4366,438,436,0.9701737163248592,0.9695354965357865
1219,curriculum-reordered-shuffled-20pct,baseline,easiest-interleaved-10pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.909989701338826,0.819957491300767,4476,4360,444,430,0.970374153995193,0.9698163773959486
1571,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-25pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.909989701338826,0.8199582556700449,4471,4365,439,435,0.9706445581596801,0.9702829989882946
3350,curriculum-reordered-shuffled-00pct,no-easy-80pct,easiest-interleaved-10pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.909989701338826,0.8199587030303839,4479,4357,447,427,0.9697034260754984,0.9691510397067118
1556,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,hardest-interleaved-10pct,0.909989701338826,0.8199578244247993,4472,4364,440,434,0.9705930273487952,0.9701733256786712
114,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,hardest-interleaved-10pct,0.909989701338826,0.8199698564026023,4488,4348,456,418,0.9701666730028278,0.9697201763803698
4238,easiest-interleaved-25pct,baseline,no-easy-80pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.909989701338826,0.8199635069339518,4484,4352,452,422,0.9704064005297937,0.9698789136964253
7051,no-easy-80pct,easiest-interleaved-10pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.909989701338826,0.819964885419735,4485,4351,453,421,0.9700314709205843,0.9695484945164646
1549,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,hardest-interleaved-10pct,0.909989701338826,0.8199578244247993,4472,4364,440,434,0.9705930273487952,0.9701733256786712
2836,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,0.909989701338826,0.8199587030303839,4479,4357,447,427,0.9696733646679133,0.9690332464293449
6692,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.909989701338826,0.8199573657948835,4475,4361,443,431,0.9705863871084464,0.9702409736655568
688,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,no-easy-80pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.909989701338826,0.8199573794831504,4474,4362,442,432,0.9703986571185242,0.9698939315192563
5592,baseline,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,no-hard-95pct,0.909989701338826,0.8199575323611805,4473,4363,441,433,0.9701034528231502,0.9694273331859151
64,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9098867147270855,0.8197516026282834,4476,4359,445,430,0.9703841886076048,0.9698451954816073
5257,easiest-interleaved-25pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.9098867147270855,0.8197581647958839,4484,4351,453,422,0.9703018114405952,0.9696811805146046
1052,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9098867147270855,0.8197520243572908,4471,4364,440,435,0.9703670894583364,0.9699172061382236
4202,easiest-interleaved-25pct,baseline,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,0.9098867147270855,0.8197514086599742,4475,4360,444,431,0.9702500048369803,0.9696722418878119
1049,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,0.9098867147270855,0.8197539471654964,4468,4367,437,438,0.970344898750973,0.9697937347484029
1048,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,0.9098867147270855,0.8197539471654964,4468,4367,437,438,0.970344898750973,0.9697937347484029
3205,curriculum-reordered-shuffled-00pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,easiest-interleaved-50pct,0.9098867147270855,0.8197530195499668,4479,4356,448,427,0.9703891528767473,0.9699770563037032
810,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,hardest-interleaved-50pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.9098867147270855,0.8197530195499668,4479,4356,448,427,0.9707570391639254,0.9702375603857285
5742,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,hardest-interleaved-10pct,0.9098867147270855,0.8197516617059372,4472,4363,441,434,0.9704846832355017,0.9700019534217118
1933,curriculum-reordered-shuffled-20pct,hardest-interleaved-50pct,hardest-interleaved-25pct,no-easy-95pct,easiest-interleaved-50pct,0.9098867147270855,0.8197531670906052,4469,4366,438,437,0.9707775539000827,0.9703398211595708
5735,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,hardest-interleaved-10pct,0.9098867147270855,0.8197516617059372,4472,4363,441,434,0.9704846832355017,0.9700019534217118
6968,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,hardest-interleaved-10pct,0.9098867147270855,0.819751935762738,4477,4358,446,429,0.9704076097748411,0.969886958190025
4972,easiest-interleaved-25pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.9098867147270855,0.819756857348801,4483,4352,452,423,0.9703339306862436,0.9698521424180073
1940,curriculum-reordered-shuffled-20pct,hardest-interleaved-50pct,hardest-interleaved-25pct,no-easy-90pct,easiest-interleaved-50pct,0.9098867147270855,0.8197531670906052,4469,4366,438,437,0.9707775539000827,0.9703398211595708
2894,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,curriculum-reordered-shuffled-10pct,hardest-interleaved-10pct,0.9098867147270855,0.8197629224325039,4487,4348,456,419,0.9701021375039756,0.9696742878893058
2858,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,0.909783728115345,0.8195468323659918,4469,4365,439,437,0.9702240591055218,0.9695333387674316
2919,curriculum-reordered-shuffled-00pct,baseline,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,easiest-interleaved-50pct,0.909783728115345,0.8195466897931323,4478,4356,448,428,0.9703012810699604,0.9698972793372997
6370,baseline,hardest-interleaved-25pct,no-easy-95pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.909783728115345,0.8195453619284081,4474,4360,444,432,0.9704060610925873,0.9699688736729102
1044,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-10pct,0.909783728115345,0.8195491466856312,4481,4353,451,425,0.9700261672142355,0.9694578689086912
6688,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.909783728115345,0.8195453619284081,4474,4360,444,432,0.9704045336251589,0.9699894250386919
7467,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.909783728115345,0.8195462600549175,4470,4364,440,436,0.9700702304065814,0.9695593852681079
2924,curriculum-reordered-shuffled-00pct,baseline,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,hardest-interleaved-25pct,0.909783728115345,0.8195483942979995,4467,4367,437,439,0.970163130126987,0.9695482012344516
7939,hardest-interleaved-50pct,hardest-interleaved-25pct,no-easy-90pct,hardest-interleaved-10pct,no-hard-95pct,0.909783728115345,0.8195481885683944,4480,4354,450,426,0.9708533756860451,0.9702389944756108
108,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,hardest-interleaved-25pct,0.909783728115345,0.8195458268517697,4471,4363,441,435,0.9703418650309414,0.969776780209722
853,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,0.909783728115345,0.8195454851965523,4475,4359,445,431,0.9701079715809593,0.9694246250343154
5075,easiest-interleaved-25pct,hardest-interleaved-50pct,easiest-interleaved-10pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.909783728115345,0.8195481885683944,4480,4354,450,426,0.9705868750494305,0.9699269369072163
4590,easiest-interleaved-25pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.909783728115345,0.8195514804086826,4483,4351,453,423,0.9704807584928037,0.9699968052127386
107,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,easiest-interleaved-10pct,0.909783728115345,0.819547369606115,4479,4355,449,427,0.9697028532752127,0.96904014226085
6790,no-easy-80pct,hardest-interleaved-50pct,easiest-interleaved-10pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.909783728115345,0.8195455327602943,4472,4362,442,434,0.9706161939381267,0.9700412516015676
4589,easiest-interleaved-25pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.909783728115345,0.8195455327602943,4472,4362,442,434,0.9703331881673548,0.969835817862742
4588,easiest-interleaved-25pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,0.909783728115345,0.8195461491239987,4477,4357,447,429,0.970172252501907,0.9696188514521804
4586,easiest-interleaved-25pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,no-easy-90pct,0.909783728115345,0.8195468323659918,4469,4365,439,437,0.970322411036054,0.9697611569480504
4585,easiest-interleaved-25pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,no-easy-95pct,0.909783728115345,0.8195468323659918,4469,4365,439,437,0.970322411036054,0.9697611569480504
6741,no-easy-80pct,curriculum-reordered-shuffled-30pct,no-easy-90pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.909783728115345,0.8195514804086826,4483,4351,453,423,0.9702099724614593,0.969849389189533
1083,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.909783728115345,0.8195514804086826,4483,4351,453,423,0.9701849813971438,0.9698144641870176
6687,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.909783728115345,0.8195453619284081,4474,4360,444,432,0.9702304447679658,0.969823062888806
6720,no-easy-80pct,curriculum-reordered-shuffled-30pct,no-easy-95pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.909783728115345,0.8195514804086826,4483,4351,453,423,0.9702099724614593,0.969849389189533
4003,curriculum-reordered-shuffled-00pct,hardest-interleaved-25pct,no-easy-95pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.909783728115345,0.8195475437814594,4468,4366,438,438,0.9703043996492935,0.9698559037009693
5405,easiest-interleaved-25pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.909783728115345,0.8195560248091921,4486,4348,456,420,0.970376572485288,0.9699063264629195
5690,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.909783728115345,0.8195458268517697,4471,4363,441,435,0.970194379564794,0.969614309617692
4024,curriculum-reordered-shuffled-00pct,hardest-interleaved-25pct,no-easy-90pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.909783728115345,0.8195475437814594,4468,4366,438,438,0.9703043996492935,0.9698559037009693
3224,curriculum-reordered-shuffled-00pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.909783728115345,0.8195458268517697,4471,4363,441,435,0.9704194900770624,0.9699932755835847
7918,hardest-interleaved-50pct,hardest-interleaved-25pct,no-easy-95pct,hardest-interleaved-10pct,no-hard-95pct,0.909783728115345,0.8195481885683944,4480,4354,450,426,0.9708533756860451,0.9702389944756108
6391,baseline,hardest-interleaved-25pct,no-easy-90pct,curriculum-reordered-shuffled-40pct,hardest-interleaved-10pct,0.909783728115345,0.8195453619284081,4474,4360,444,432,0.9704060610925873,0.9699688736729102
653,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,0.909783728115345,0.8195454851965523,4475,4359,445,431,0.9702693103280898,0.9697201897016555
4303,easiest-interleaved-25pct,baseline,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.909783728115345,0.8195458268517697,4471,4363,441,435,0.9702531446311387,0.9697512249443385
7110,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9096807415036046,0.8193396631277238,4471,4362,442,435,0.9705909907255572,0.97019188737191
3034,curriculum-reordered-shuffled-00pct,baseline,easiest-interleaved-10pct,hardest-interleaved-25pct,no-easy-95pct,0.9096807415036046,0.8193464741870254,4463,4370,434,443,0.9702201980073001,0.9695591962726839
1467,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-50pct,no-easy-95pct,easiest-interleaved-50pct,0.9096807415036046,0.8193436667516151,4481,4352,452,425,0.9704402381762989,0.9700165942561132
1474,curriculum-reordered-shuffled-20pct,no-easy-80pct,hardest-interleaved-50pct,no-easy-90pct,easiest-interleaved-50pct,0.9096807415036046,0.8193436667516151,4481,4352,452,425,0.9704402381762989,0.9700165942561132
898,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,hardest-interleaved-25pct,no-easy-95pct,easiest-interleaved-50pct,0.9096807415036046,0.8193399261707243,4476,4357,447,430,0.9703728811056692,0.9698204433563891
4235,easiest-interleaved-25pct,baseline,no-easy-80pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,0.9096807415036046,0.8193399261707243,4476,4357,447,430,0.9702376153789494,0.9696736336425205
3100,curriculum-reordered-shuffled-00pct,baseline,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9096807415036046,0.8193451360881806,4464,4369,435,442,0.9702533567793926,0.9698068513043594
5740,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,curriculum-reordered-shuffled-40pct,0.9096807415036046,0.8193394375621383,4472,4361,443,434,0.9702372122972669,0.9696745200037965
1405,curriculum-reordered-shuffled-20pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.9096807415036046,0.8193396631277238,4471,4362,442,435,0.9705064072167064,0.9701031041120303
1775,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,no-easy-90pct,easiest-interleaved-50pct,0.9096807415036046,0.8193411742811728,4468,4365,439,438,0.9703165345294195,0.9698924159005567
2508,curriculum-reordered-shuffled-00pct,easiest-interleaved-25pct,no-easy-80pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9096807415036046,0.8193394375621383,4472,4361,443,434,0.9704192779288086,0.9698810618087559
1768,curriculum-reordered-shuffled-20pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,no-easy-95pct,easiest-interleaved-50pct,0.9096807415036046,0.8193411742811728,4468,4365,439,438,0.9703165345294195,0.9698924159005567
6580,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-50pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9096807415036046,0.8193396631277238,4471,4362,442,435,0.9707432283125931,0.9703409262508973
7089,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9096807415036046,0.8193396631277238,4471,4362,442,435,0.9705909907255572,0.97019188737191
1061,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,no-easy-95pct,hardest-interleaved-10pct,0.9096807415036046,0.8193448322310735,4482,4351,453,424,0.9701683277592087,0.9697353892494521
905,curriculum-reordered-shuffled-20pct,easiest-interleaved-25pct,hardest-interleaved-25pct,no-easy-90pct,easiest-interleaved-50pct,0.9096807415036046,0.8193399261707243,4476,4357,447,430,0.9703728811056692,0.9698204433563891
6656,no-easy-80pct,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9096807415036046,0.8193461368455733,4483,4350,454,423,0.9700809226785805,0.9696084017979151
1068,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,no-easy-90pct,hardest-interleaved-10pct,0.9096807415036046,0.8193448322310735,4482,4351,453,424,0.9701683277592087,0.9697353892494521
3891,curriculum-reordered-shuffled-00pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9096807415036046,0.8193419561390929,4467,4366,438,439,0.9701780229344142,0.9696296212327107
3035,curriculum-reordered-shuffled-00pct,baseline,easiest-interleaved-10pct,hardest-interleaved-25pct,no-easy-90pct,0.9096807415036046,0.8193464741870254,4463,4370,434,443,0.9702201980073001,0.9695591962726839
6766,no-easy-80pct,curriculum-reordered-shuffled-30pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,hardest-interleaved-10pct,0.9096807415036046,0.8193508855644208,4486,4347,457,420,0.9700731580524857,0.9697236986726997
2843,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-10pct,0.9096807415036046,0.8193461368455733,4483,4350,454,423,0.9701418940867663,0.9696937338852214
4687,easiest-interleaved-25pct,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,0.9096807415036046,0.8193410050626472,4478,4355,449,428,0.9701899456662864,0.9695235094175225
2837,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,0.9096807415036046,0.8193411742811728,4468,4365,439,438,0.9703168739666259,0.9697726791046029
6966,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,curriculum-reordered-shuffled-40pct,0.9096807415036046,0.8193400277719565,4470,4363,441,436,0.9700785466181362,0.9694840007508981
6967,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,easiest-interleaved-50pct,0.9096807415036046,0.8193396631277238,4471,4362,442,435,0.9702455497236472,0.9697320315261642
3210,curriculum-reordered-shuffled-00pct,no-easy-80pct,curriculum-reordered-shuffled-30pct,easiest-interleaved-10pct,hardest-interleaved-25pct,0.9096807415036046,0.819343937045491,4465,4368,436,441,0.9702559662029163,0.9696445778754451
6972,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9096807415036046,0.8193419561390929,4467,4366,438,439,0.9701820325364139,0.9696284362449084
2863,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,easiest-interleaved-10pct,easiest-interleaved-50pct,0.9096807415036046,0.8193417531732733,4479,4354,450,427,0.9697524111073359,0.969177917794845
2868,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,0.9096807415036046,0.8193411742811728,4468,4365,439,438,0.970364819472019,0.9697837338964874
2869,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,0.9096807415036046,0.8193411742811728,4468,4365,439,438,0.970364819472019,0.9697837338964874
5688,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,0.9096807415036046,0.8193395953789615,4475,4358,446,431,0.9701366540248938,0.9695127559072527
5687,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,no-easy-90pct,0.9096807415036046,0.8193428770615325,4466,4367,437,440,0.9701777259268588,0.9694821294606695
2872,curriculum-reordered-shuffled-00pct,baseline,no-easy-80pct,hardest-interleaved-25pct,easiest-interleaved-50pct,0.9096807415036046,0.8193411742811728,4468,4365,439,438,0.9704029637280795,0.9699328102803615
3606,curriculum-reordered-shuffled-00pct,curriculum-reordered-shuffled-30pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-40pct,easiest-interleaved-50pct,0.9096807415036046,0.8193405314909855,4469,4364,440,437,0.9701825416922235,0.9697670699390022
4690,easiest-interleaved-25pct,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,hardest-interleaved-10pct,0.9096807415036046,0.8193461368455733,4483,4350,454,423,0.9703832127256365,0.9697525614484322
5733,baseline,no-easy-80pct,hardest-interleaved-25pct,no-easy-95pct,curriculum-reordered-shuffled-40pct,0.9096807415036046,0.8193394375621383,4472,4361,443,434,0.9702372122972669,0.9696745200037965
5686,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,no-easy-95pct,0.9096807415036046,0.8193428770615325,4466,4367,437,440,0.9701777259268588,0.9694821294606695
1038,curriculum-reordered-shuffled-20pct,baseline,no-easy-80pct,easiest-interleaved-10pct,hardest-interleaved-25pct,0.9096807415036046,0.8193451360881806,4464,4369,435,442,0.9702075964010152,0.9695461626653742
3374,curriculum-reordered-shuffled-00pct,no-easy-80pct,hardest-interleaved-25pct,no-easy-90pct,curriculum-reordered-shuffled-40pct,0.9096807415036046,0.8193396631277238,4471,4362,442,435,0.9703070090728172,0.9697710195771183
5132,easiest-interleaved-25pct,hardest-interleaved-50pct,hardest-interleaved-25pct,curriculum-reordered-shuffled-10pct,hardest-interleaved-10pct,0.9096807415036046,0.8193491635055242,4485,4348,456,421,0.9707155005358016,0.9702264795949552
5761,baseline,no-easy-80pct,hardest-interleaved-25pct,hardest-interleaved-10pct,no-hard-95pct,0.9096807415036046,0.8193417531732733,4479,4354,450,427,0.9704891595636603,0.9698558680881193
