,model 1,model 2,model 3,model 4,acc,mcc,tp,tn,fp,fn,auroc,auprc
655,34,31,baseline,57,0.9081359423274974,0.8162493641948464,4465,4353,451,441,0.969808142453649,0.9692097509165232
1929,6,5,2,baseline,0.9081359423274974,0.816265463704257,4481,4337,467,425,0.9696716674818817,0.9690169940751968
215,34,47,2,baseline,0.9081359423274974,0.816252041828428,4472,4346,458,434,0.9699912900412857,0.9693744846446086
2147,28,35,62,2,0.9081359423274974,0.8162806508140101,4487,4331,473,419,0.9697375607295591,0.9690432444269602
2477,17,3,baseline,14,0.9081359423274974,0.816252041828428,4472,4346,458,434,0.9697488682314946,0.9691898876935565
2315,28,31,2,baseline,0.9081359423274974,0.8162676482045916,4482,4336,468,424,0.9698345973409168,0.9690880280874072
2707,35,31,1,57,0.9081359423274974,0.8162581121813047,4477,4341,463,429,0.9697969198110149,0.9692335803854688
2484,17,62,27,baseline,0.9081359423274974,0.8162496802981082,4468,4350,454,438,0.9696519589090895,0.9691433941966336
1734,6,28,3,1,0.9081359423274974,0.816261510661861,4479,4339,465,427,0.9698610946578354,0.9693154767597028
2557,17,2,baseline,14,0.9081359423274974,0.8162529786848692,4473,4345,459,433,0.9698037085551413,0.9692316918042846
763,37,47,27,14,0.9081359423274974,0.8162750337157816,4485,4333,471,421,0.969796601588634,0.9692160045963857
2559,17,2,1,14,0.9081359423274974,0.8162581121813047,4477,4341,463,429,0.9700552315250269,0.9696055915628757
2562,17,baseline,1,14,0.9081359423274974,0.8162529786848692,4473,4345,459,433,0.9700182116547122,0.9696745364460858
2563,17,baseline,57,14,0.9081359423274974,0.8162494363628349,4467,4351,453,439,0.9696534015172166,0.9691629299248088
2564,17,1,57,14,0.9081359423274974,0.8162494363628349,4467,4351,453,439,0.9699410745495752,0.9695602318722226
2578,35,5,62,baseline,0.9081359423274974,0.8162566208840654,4476,4342,462,430,0.9696234249689331,0.9691413058159886
2377,17,35,27,57,0.9081359423274974,0.8162529786848692,4473,4345,459,433,0.9694352070380268,0.968825595239233
1623,47,62,31,14,0.9081359423274974,0.8162806508140101,4487,4331,473,419,0.9700884327267704,0.9695226772885646
1983,6,62,31,2,0.9081359423274974,0.8162699713679468,4483,4335,469,423,0.9699182898271008,0.9692323674459806
695,37,47,28,35,0.9081359423274974,0.8163455676861644,4503,4315,489,403,0.9698778331550721,0.9692954203487949
1770,6,28,1,57,0.9081359423274974,0.8162581121813047,4477,4341,463,429,0.969808248527776,0.9693674097220868
1773,6,17,35,5,0.9081359423274974,0.8162836674161541,4488,4330,474,418,0.9698523117201219,0.9693577025579804
1966,6,3,2,1,0.9081359423274974,0.8162581121813047,4477,4341,463,429,0.969784042412,0.9691163675587677
2474,17,3,2,14,0.9081359423274974,0.816250583895119,4470,4348,456,436,0.9697765535786356,0.9690923267019126
2299,28,27,43,14,0.9081359423274974,0.8162512435670543,4471,4347,457,435,0.9696980587246734,0.9690479003997685
1958,6,3,31,57,0.9081359423274974,0.816252041828428,4472,4346,458,434,0.969583159230333,0.9688402114673309
1786,6,17,5,27,0.9081359423274974,0.8162699713679468,4483,4335,469,423,0.9697217556846398,0.9692268045529715
2171,28,35,2,1,0.9081359423274974,0.81628682273228,4489,4329,475,417,0.9698782574515801,0.9693018119066377
1955,6,3,31,2,0.9081359423274974,0.8162699713679468,4483,4335,469,423,0.9697476589864473,0.9688956542757777
617,34,62,2,14,0.9081359423274974,0.8162494363628349,4467,4351,453,439,0.9699620772267166,0.9693849706009543
2177,28,35,1,57,0.9081359423274974,0.816265463704257,4481,4337,467,425,0.9697315781487976,0.9692415223905543
697,37,47,28,3,0.9081359423274974,0.8163170601177697,4497,4321,483,409,0.969848768844281,0.9692396567936802
2395,17,35,baseline,57,0.9081359423274974,0.8162552682065289,4475,4343,461,431,0.9695254336904325,0.9689658666509637
3059,baseline,1,57,14,0.9081359423274974,0.8162493641948464,4465,4353,451,441,0.9697265714500045,0.969308811974983
762,37,47,27,57,0.9081359423274974,0.8162676482045916,4482,4336,468,424,0.9695754158190637,0.9689285733403656
