,model 1,model 2,model 3,acc,mcc,tp,tn,fp,fn,auroc,auprc
46,34,28,35,0.9089598352214212,0.8179047384554741,4480,4346,458,426,0.9697731592065724,0.9692459841607631
289,47,17,43,0.9089598352214212,0.8179096643244127,4483,4343,461,423,0.9702351968888545,0.9697640078393759
326,47,62,31,0.9089598352214212,0.8179181770730649,4487,4339,465,419,0.9699951935691585,0.9693816764122642
362,6,28,35,0.9089598352214212,0.817941872782367,4495,4331,473,411,0.9696054984414741,0.9689995737245225
457,28,17,31,0.9089598352214212,0.8179136428278785,4485,4341,463,421,0.9700457697129006,0.9694692054362468
431,6,31,43,0.9089598352214212,0.8178993065865846,4475,4351,453,431,0.9700414631033455,0.969355408942592
327,47,62,43,0.9089598352214212,0.8179078834570642,4482,4344,460,424,0.9699847983047147,0.9693793507075272
343,47,31,1,0.9089598352214212,0.817931944477965,4492,4334,470,414,0.9702999869656113,0.969898060728994
32,34,6,17,0.9088568486096807,0.8176936850135086,4475,4350,454,431,0.9701009919034044,0.9697004544660666
202,37,5,62,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9697885187401585,0.9693846524786117
133,34,1,57,0.9088568486096807,0.817695986364783,4461,4364,440,445,0.9699031636565941,0.9695389027385496
4,34,37,35,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9697319812304802,0.9691347796860514
108,34,27,31,0.9088568486096807,0.8176929471133688,4474,4351,453,432,0.96983315473279,0.9691213735227416
152,37,6,17,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9699602315369071,0.969525283146218
393,6,35,baseline,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9694644410674214,0.9688684371376844
763,27,31,1,0.9088568486096807,0.8177133709106178,4487,4338,466,419,0.969833748747901,0.9692097237136528
12,34,37,baseline,0.9088568486096807,0.8177045868624624,4483,4342,462,423,0.9697665826106998,0.969220260660099
25,34,47,43,0.9088568486096807,0.817691566381674,4471,4354,450,435,0.9701888212805404,0.9696871418360599
179,37,17,5,0.9088568486096807,0.8177214175822028,4490,4335,469,416,0.9699275607057986,0.9694827750294778
74,34,35,31,0.9088568486096807,0.8177065745219473,4484,4341,463,422,0.9699152348922438,0.9692290975717979
685,5,43,14,0.9088568486096807,0.8176980250443311,4479,4346,458,427,0.9698800394969133,0.9694388019127432
577,17,31,baseline,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9698954202453248,0.9693305202902712
561,17,62,31,0.9088568486096807,0.8177027380920883,4482,4343,461,424,0.9700454302756942,0.9695552630096934
300,47,35,43,0.9088568486096807,0.8177185964241845,4489,4336,468,417,0.9699124133204664,0.9693081636377796
278,47,28,2,0.9088568486096807,0.8177450566839106,4497,4328,476,409,0.9698777482957706,0.9692201718734847
307,47,5,62,0.9088568486096807,0.8177307147665385,4493,4332,472,413,0.9699253331491321,0.9695318179619106
506,28,27,1,0.9088568486096807,0.8177087010779918,4485,4340,464,421,0.9697193371945447,0.969260978617155
35,34,6,3,0.9088568486096807,0.8176913399838928,4469,4356,448,437,0.9697396822120987,0.9691258577117005
315,47,5,14,0.9087538619979403,0.8175370978932389,4496,4328,476,410,0.9700446241123294,0.9696669327429751
704,3,27,31,0.9087538619979403,0.8174995425489752,4483,4341,463,423,0.9694818160094201,0.9685400191051636
535,17,35,43,0.9087538619979403,0.8174880968559154,4475,4349,455,431,0.9698359338749167,0.9692463684224284
453,28,17,5,0.9087538619979403,0.8175230418626519,4492,4332,472,414,0.9699374255996074,0.9694810146592518
605,35,5,14,0.9087538619979403,0.8175263474462203,4493,4331,473,413,0.9696403968292491,0.9691231492045632
586,17,2,baseline,0.9087538619979403,0.817487290831702,4474,4350,454,432,0.9696406514071538,0.9689417997063079
299,47,35,31,0.9087538619979403,0.8175670468088065,4503,4321,483,403,0.969866228645581,0.9691951554442532
375,6,17,5,0.9087538619979403,0.8175061256467854,4486,4338,466,420,0.9699624378787483,0.9695673526201084
301,47,35,2,0.9087538619979403,0.817529791972685,4494,4330,474,412,0.9697007317926731,0.9690031446694157
319,47,3,43,0.9087538619979403,0.817492709062622,4479,4345,459,427,0.9699046911240226,0.9692178566505478
386,6,35,5,0.9087538619979403,0.817529791972685,4494,4330,474,412,0.9696092322507436,0.9691016326262307
678,5,31,1,0.9087538619979403,0.8175230418626519,4492,4332,472,414,0.9702106089062215,0.9698098997695229
257,47,6,17,0.9087538619979403,0.817529791972685,4494,4330,474,412,0.9700983824798808,0.9696884403668186
210,37,5,14,0.9087538619979403,0.817529791972685,4494,4330,474,412,0.9697885187401585,0.9692753273931808
328,47,62,2,0.9087538619979403,0.817513958675714,4489,4335,469,417,0.969828063174695,0.9691988958824443
186,37,17,baseline,0.9087538619979403,0.8175112087711848,4488,4336,468,418,0.9697658188769855,0.9692736886544613
322,47,3,1,0.9087538619979403,0.8174995425489752,4483,4341,463,423,0.9700531524721382,0.9696218908474891
279,47,28,baseline,0.9087538619979403,0.8175409593073282,4497,4327,477,409,0.9698226109645686,0.9692713195112956
8,34,37,27,0.9087538619979403,0.817487290831702,4474,4350,454,432,0.969621982360806,0.9689737503799207
783,31,43,1,0.9087538619979403,0.8174995425489752,4483,4341,463,423,0.9702267746031725,0.9696680117023044
88,34,5,1,0.9087538619979403,0.8174942091726195,4480,4344,460,426,0.9702081904161263,0.9699159039598753
146,37,47,2,0.9087538619979403,0.8175370978932389,4496,4328,476,410,0.9698130430783154,0.96912222264139
62,34,17,27,0.9087538619979403,0.8174857055338725,4471,4353,451,435,0.9698665044383112,0.9694181894744492
69,34,17,14,0.9086508753861998,0.8172847066424358,4477,4346,458,429,0.9701754135108906,0.9697672649858082
66,34,17,baseline,0.9086508753861998,0.8172793372100501,4468,4355,449,438,0.9699746151885251,0.9695376930291271
443,6,2,1,0.9086508753861998,0.8172925468817654,4482,4341,463,424,0.9698369097568849,0.9693157835675361
442,6,2,baseline,0.9086508753861998,0.8172847066424358,4477,4346,458,429,0.9695636840206201,0.9687798003844275
755,62,baseline,57,0.9086508753861998,0.8172812102340111,4463,4360,444,443,0.9693635009281911,0.9688295099642699
54,34,28,baseline,0.9086508753861998,0.8172847066424358,4477,4346,458,429,0.9697835120413653,0.9692865629419897
438,6,43,baseline,0.9086508753861998,0.8172800448452847,4465,4358,446,441,0.9697166853413703,0.9690903413203857
424,6,27,31,0.9086508753861998,0.8173065362972252,4488,4335,469,418,0.9696742981202306,0.9689572313683519
398,6,5,62,0.9086508753861998,0.8173013177792233,4486,4337,467,420,0.9698494689335189,0.9694870678843277
635,35,31,14,0.9086508753861998,0.8173123102832155,4490,4333,471,416,0.9697410399609241,0.9689819477097832
287,47,17,27,0.9086508753861998,0.8173154055986386,4491,4332,472,415,0.9699085310074189,0.9694374028880122
380,6,17,43,0.9086508753861998,0.8172809326260493,4473,4350,454,433,0.969991459759889,0.9694842361546251
232,37,27,1,0.9086508753861998,0.8173154055986386,4491,4332,472,415,0.9696502405082326,0.9690728602794416
84,34,5,31,0.9086508753861998,0.8172925468817654,4482,4341,463,424,0.9701430821169885,0.9696423090336022
87,34,5,baseline,0.9086508753861998,0.8172847066424358,4477,4346,458,429,0.9698427438338686,0.9694214688499104
93,34,3,31,0.9086508753861998,0.8172859970940205,4478,4345,459,428,0.9699277304244017,0.9691597370291699
680,5,31,14,0.9086508753861998,0.8173220129200671,4493,4330,474,413,0.9699868773576035,0.969480953274303
130,34,baseline,1,0.9086508753861998,0.8172793372100501,4468,4355,449,438,0.9700110198289033,0.9696243047954459
794,31,1,14,0.9086508753861998,0.8173013177792233,4486,4337,467,420,0.9701408545603218,0.9696257743869401
52,34,28,43,0.9086508753861998,0.8172816679735675,4474,4349,455,432,0.9700149870012522,0.969485902060862
57,34,28,14,0.9086508753861998,0.8172835549759098,4476,4347,457,430,0.9699102494082761,0.9694589407451742
261,47,6,62,0.9086508753861998,0.8173038576090058,4487,4336,468,419,0.969897138646182,0.969381738050204
554,17,3,43,0.9086508753861998,0.8172794343568962,4467,4356,448,439,0.9698230776907272,0.9691114503988127
159,37,6,43,0.9086508753861998,0.8172859970940205,4478,4345,459,428,0.9698261538404095,0.9692572111261082
499,28,62,1,0.9086508753861998,0.8172925468817654,4482,4341,463,424,0.9699675294368433,0.9696237125993836
583,17,43,1,0.9086508753861998,0.8172795591323521,4470,4353,451,436,0.9701939340534607,0.9698163372933479
501,28,62,14,0.9086508753861998,0.8172925468817654,4482,4341,463,424,0.9697566328575894,0.9692216118212619
512,28,31,1,0.9086508753861998,0.8173065362972252,4488,4335,469,418,0.9701371419658777,0.9696355390508501
579,17,31,57,0.9086508753861998,0.8172816679735675,4474,4349,455,432,0.9697983836339673,0.9691868353461498
538,17,35,1,0.9085478887744594,0.8170991504193837,4487,4335,469,419,0.9699097402524666,0.9695008856635174
243,37,43,1,0.9085478887744594,0.8170806796697697,4478,4344,460,428,0.9699876198764924,0.9695399277703107
364,6,28,3,0.9085478887744594,0.8170895532660677,4483,4339,465,423,0.9696110355109022,0.9688741167166889
209,37,5,57,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.9694974513357363,0.9689521537954655
90,34,5,14,0.9085478887744594,0.8170781015975885,4476,4346,458,430,0.9700046978109355,0.969618180508244
305,47,35,14,0.9085478887744594,0.8171078059470596,4490,4332,472,416,0.9698455017611699,0.969258775538221
348,47,43,1,0.9085478887744594,0.8170793212570674,4477,4345,459,429,0.9702340725031083,0.9698908133037335
345,47,31,14,0.9085478887744594,0.8171018967560837,4488,4334,470,418,0.9701505073058767,0.969584441945714
466,28,35,62,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.9695900752634118,0.9689900728198879
260,47,6,3,0.9085478887744594,0.8170965429103236,4486,4336,468,420,0.9698152918498072,0.9692088029177686
97,34,3,1,0.9085478887744594,0.817073697121951,4470,4352,452,436,0.969976694241414,0.9694926951362569
296,47,35,3,0.9085478887744594,0.8171142705546887,4492,4330,474,414,0.9696773954847384,0.9689840066344645
254,37,1,14,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.9699147257364346,0.9694297989747738
99,34,3,14,0.9085478887744594,0.8170733675922474,4467,4355,449,439,0.9697929738534915,0.9691807849099361
221,37,62,31,0.9085478887744594,0.8171078059470596,4490,4332,472,416,0.9699051154205305,0.9692516984027915
313,47,5,1,0.9085478887744594,0.8171142705546887,4492,4330,474,414,0.9701724646501608,0.9698837149747631
309,47,5,31,0.9085478887744594,0.8171412716988035,4499,4323,481,407,0.9701030497414678,0.9696597903286155
101,34,62,31,0.9085478887744594,0.8170760785134197,4474,4348,456,432,0.9700440300972182,0.9694614578028429
320,47,3,2,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.969757354161653,0.9689981442893244
28,34,47,1,0.9085478887744594,0.8170781015975885,4476,4346,458,430,0.970314519121007,0.9699711354221559
292,47,17,1,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.9703229626215143,0.97003966311087
27,34,47,baseline,0.9085478887744594,0.8170746103696223,4472,4350,454,434,0.9699310823668142,0.9694069504017369
460,28,17,baseline,0.9085478887744594,0.8170781015975885,4476,4346,458,430,0.969802350806316,0.9692810669132527
472,28,35,1,0.9085478887744594,0.8171109688191945,4491,4331,473,415,0.9698103275806647,0.9693579762414226
115,34,31,43,0.9085478887744594,0.8170748700029313,4463,4359,445,443,0.9701758802370495,0.9695208200853656
585,17,43,14,0.9085478887744594,0.8170733675922474,4467,4355,449,439,0.9699958300139203,0.9695051056167913
228,37,27,31,0.9085478887744594,0.817121290653813,4494,4328,476,412,0.969643769986487,0.9688167875549913
290,47,17,2,0.9085478887744594,0.8170940742205058,4485,4337,467,421,0.9699964876735077,0.9693936349570739
120,34,31,14,0.9085478887744594,0.8170793212570674,4477,4345,459,429,0.9701316048964497,0.9695360354022181
226,37,62,57,0.9085478887744594,0.8170838127810003,4480,4342,462,426,0.9694375830984712,0.9688370522821246
641,35,2,baseline,0.9085478887744594,0.8170895532660677,4483,4339,465,423,0.9693944745732681,0.9686099658293769
68,34,17,57,0.9085478887744594,0.8170748700029313,4463,4359,445,443,0.9698788514666912,0.9694059501387605
400,6,5,31,0.9085478887744594,0.8171047819290347,4489,4333,471,417,0.9700032764176341,0.9695243921370107
388,6,35,62,0.9085478887744594,0.8171018967560837,4488,4334,470,418,0.9696395482362333,0.9691280645526318
382,6,17,baseline,0.9085478887744594,0.8170781015975885,4476,4346,458,430,0.9697922949790789,0.9692993556247046
141,37,47,3,0.9085478887744594,0.817121290653813,4494,4328,476,412,0.9697670493368585,0.9691343253779007
265,47,6,2,0.9084449021627189,0.8168944761702659,4487,4334,470,419,0.9698262599145365,0.969237486002708
107,34,62,14,0.9084449021627189,0.8168676716584437,4465,4356,448,441,0.969929088173227,0.9694726189331832
117,34,31,baseline,0.9084449021627189,0.8168689181387296,4472,4349,455,434,0.9699664050510971,0.9693510152810765
112,34,27,1,0.9084449021627189,0.8168676716584437,4465,4356,448,441,0.969865846778724,0.9694119845914017
269,47,6,14,0.9084449021627189,0.816878664355922,4480,4341,463,426,0.9699719421205253,0.9694820805864502
151,37,6,28,0.9084449021627189,0.8169288630616138,4497,4324,480,409,0.9698024568804431,0.9692796372318735
102,34,62,43,0.9084449021627189,0.8168680482599504,4464,4357,447,442,0.9699632016124624,0.9694389565324716
495,28,62,31,0.9084449021627189,0.8168892646478288,4485,4336,468,421,0.9698651042598352,0.9691827450598594
552,17,3,27,0.9084449021627189,0.8168689181387296,4472,4349,455,434,0.9694999971147837,0.9688397946453234
14,34,37,57,0.9084449021627189,0.8168696509336263,4473,4348,456,433,0.9696214519901714,0.969082467641051
537,17,35,baseline,0.9084449021627189,0.8168769605526209,4479,4342,462,427,0.9695799557916984,0.9690590630224554
26,34,47,2,0.9084449021627189,0.816875395484151,4478,4343,461,428,0.9699893382773495,0.969354964644497
34,34,6,5,0.9084449021627189,0.8168769605526209,4479,4342,462,427,0.9699737665955093,0.969595546688536
517,28,43,1,0.9084449021627189,0.8168705224257256,4474,4347,457,432,0.9700695091025179,0.969618428986996
39,34,6,43,0.9084449021627189,0.8168700099806712,4461,4360,444,445,0.9699667444883036,0.969478612748278
603,35,5,1,0.9084449021627189,0.8169033344529419,4490,4331,473,416,0.9697980229819355,0.9693814811172893
349,47,43,57,0.9084449021627189,0.8168696509336263,4473,4348,456,433,0.9697743472367943,0.9691564711088606
467,28,35,27,0.9084449021627189,0.8169065648490677,4491,4330,474,415,0.9693758903862219,0.968688893886445
458,28,17,43,0.9084449021627189,0.8168805069010685,4481,4340,464,425,0.9700098742283321,0.9694398739425419
59,34,17,5,0.9084449021627189,0.8168696509336263,4473,4348,456,433,0.9701740133324144,0.9698159665981524
251,37,baseline,57,0.9084449021627189,0.8168805069010685,4481,4340,464,425,0.9693281570290826,0.9687109158634258
378,6,17,27,0.9084449021627189,0.8168769605526209,4479,4342,462,427,0.9696558412221369,0.9691945670025105
374,6,17,35,0.9084449021627189,0.8168918010148513,4486,4335,469,420,0.9697369667144481,0.9692228198953315
370,6,28,baseline,0.9084449021627189,0.816878664355922,4480,4341,463,426,0.9697033624310221,0.9690938413120069
252,37,baseline,14,0.9084449021627189,0.816878664355922,4480,4341,463,426,0.9696109294367752,0.9690255841386706
355,47,baseline,1,0.9084449021627189,0.8168715326207686,4475,4346,458,431,0.9699965937476345,0.9696680000584256
557,17,3,1,0.9084449021627189,0.8168705224257256,4474,4347,457,432,0.9699603163962087,0.9695277235475055
212,37,3,27,0.9084449021627189,0.816878664355922,4480,4341,463,426,0.9692833513178478,0.9684234851098918
782,31,43,baseline,0.9084449021627189,0.8168715326207686,4475,4346,458,431,0.9699060913024987,0.9692057039529446
204,37,5,31,0.9084449021627189,0.8169170890740789,4494,4327,477,412,0.9699821252367151,0.9694222983771322
238,37,31,1,0.9084449021627189,0.8169170890740789,4494,4327,477,412,0.9701057652391183,0.9695518363913855
207,37,5,baseline,0.9084449021627189,0.8169002428804907,4489,4332,472,417,0.9695999825868713,0.9691168281497222
160,37,6,2,0.9084449021627189,0.8169002428804907,4489,4332,472,417,0.9697237286634014,0.9690061719381188
184,37,17,43,0.9084449021627189,0.8168689181387296,4472,4349,455,434,0.9699894655663017,0.9694773215846746
165,37,28,17,0.9084449021627189,0.8169033344529419,4490,4331,473,416,0.9698781725922786,0.9693548810440449
